snapshot_date,record_type,atc_code,atc_name,ddd,uom,adm_r,note,brand_name,dosage_form,ingredients,ddd_comb
2024-07-31,main,L02AE04,triptorelin,0.134,mg,P,depot inj,,,,
2024-07-31,main,L02AE04,triptorelin,0.1,mg,P,,,,,
2024-07-31,main,L02AE05,histrelin,0.137,mg,implant,,,,,
2024-07-31,main,L02AE51,leuprorelin and bicalutamide,,,,,,,,
2024-07-31,main,L02AX,Other hormones,,,,,,,,
2024-07-31,main,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,,,,,,,,
2024-07-31,main,L02BA,Anti-estrogens,,,,,,,,
2024-07-31,main,L02BA01,tamoxifen,20.0,mg,O,,,,,
2024-07-31,main,L02BA02,toremifene,60.0,mg,O,,,,,
2024-07-31,main,L02BA03,fulvestrant,8.3,mg,P,,,,,
2024-07-31,main,L02BA04,elacestrant,,,,,,,,
2024-07-31,main,L02BB,Anti-androgens,,,,,,,,
2024-07-31,main,L02BB01,flutamide,0.75,g,O,,,,,
2024-07-31,main,L02BB02,nilutamide,0.3,g,O,,,,,
2024-07-31,main,L02BB03,bicalutamide,50.0,mg,O,,,,,
2024-07-31,main,L02BB04,enzalutamide,0.16,g,O,,,,,
2024-07-31,main,L02BB05,apalutamide,0.24,g,O,,,,,
2024-07-31,main,L02BB06,darolutamide,1.2,g,O,,,,,
2024-07-31,main,L02BG,Aromatase inhibitors,,,,,,,,
2024-07-31,main,L02BG01,aminoglutethimide,1.0,g,O,,,,,
2024-07-31,main,L02BG02,formestane,18.0,mg,P,,,,,
2024-07-31,main,L02BG03,anastrozole,1.0,mg,O,,,,,
2024-07-31,main,L02BG04,letrozole,2.5,mg,O,,,,,
2024-07-31,main,L02BG05,vorozole,,,,,,,,
2024-07-31,main,L02BG06,exemestane,25.0,mg,O,,,,,
2024-07-31,main,L02BX,Other hormone antagonists and related agents,,,,,,,,
2024-07-31,main,L02BX01,abarelix,3.6,mg,P,,,,,
2024-07-31,main,L02BX02,degarelix,2.7,mg,P,,,,,
2024-07-31,main,L02BX03,abiraterone,1.0,g,O,,,,,
2024-07-31,main,L02BX04,relugolix,,,,,,,,
2024-07-31,main,L02BX53,abiraterone and prednisolone,,,,,,,,
2024-07-31,main,L03,IMMUNOSTIMULANTS,,,,,,,,
2024-07-31,main,L03A,IMMUNOSTIMULANTS,,,,,,,,
2024-07-31,main,L03AA,Colony stimulating factors,,,,,,,,
2024-07-31,main,L03AA02,filgrastim,0.35,mg,P,,,,,
2024-07-31,main,L03AA03,molgramostim,0.35,mg,P,,,,,
2024-07-31,main,L03AA09,sargramostim,0.45,mg,P,,,,,
2024-07-31,main,L03AA10,lenograstim,0.35,mg,P,,,,,
2024-07-31,main,L03AA12,ancestim,1.4,mg,P,,,,,
2024-07-31,main,L03AA13,pegfilgrastim,0.3,mg,P,,,,,
2024-07-31,main,L03AA14,lipegfilgrastim,0.3,mg,P,,,,,
2024-07-31,main,L03AA15,balugrastim,,,,,,,,
2024-07-31,main,L03AA16,empegfilgrastim,,,,,,,,
2024-07-31,main,L03AA17,pegteograstim,0.3,mg,P,,,,,
2024-07-31,main,L03AA18,efbemalenograstim alfa,,,,,,,,
2024-07-31,main,L03AA19,eflapegrastim,,,,,,,,
2024-07-31,main,L03AB,Interferons,,,,,,,,
2024-07-31,main,L03AB01,interferon alfa natural,2.0,MU,P,,,,,
2024-07-31,main,L03AB02,interferon beta natural,33.33,TU,P,,,,,
2024-07-31,main,L03AB03,interferon gamma,40.0,mcg,P,,,,,
2024-07-31,main,L03AB04,interferon alfa-2a,2.0,MU,P,,,,,
2024-07-31,main,L03AB05,interferon alfa-2b,2.0,MU,P,,,,,
2024-07-31,main,L03AB06,interferon alfa-n1,5.0,MU,P,,,,,
2024-07-31,main,L03AB07,interferon beta-1a,4.3,mcg,P,,,,,
2024-07-31,main,L03AB08,interferon beta-1b,4.0,MU,P,,,,,
2024-07-31,main,L03AB09,interferon alfacon-1,4.0,mcg,P,,,,,
2024-07-31,main,L03AB10,peginterferon alfa-2b,7.5,mcg,P,,,,,
2024-07-31,main,L03AB11,peginterferon alfa-2a,26.0,mcg,P,,,,,
2024-07-31,main,L03AB12,albinterferon alfa-2b,,,,,,,,
2024-07-31,main,L03AB13,peginterferon beta-1a,8.9,mcg,P,,,,,
2024-07-31,main,L03AB14,cepeginterferon alfa-2b,17.0,mcg,P,,,,,
2024-07-31,main,L03AB15,ropeginterferon alfa-2b,,,,,,,,
2024-07-31,main,L03AB16,peginterferon alfacon-2,,,,,,,,
2024-07-31,main,L03AB17,sampeginterferon beta-1a,,,,,,,,
2024-07-31,main,L03AB60,"peginterferon alfa-2b, combinations",,,,,,,,
2024-07-31,main,L03AB61,"peginterferon alfa-2a, combinations",,,,,,,,
2024-07-31,main,L03AC,Interleukins,,,,,,,,
2024-07-31,main,L03AC01,aldesleukin,0.2,mg,P,,,,,
2024-07-31,main,L03AC02,oprelvekin,3.5,mg,P,,,,,
2024-07-31,main,L03AX,Other immunostimulants,,,,,,,,
2024-07-31,main,L03AX01,lentinan,0.3,mg,O,,,,,
2024-07-31,main,L03AX01,lentinan,0.3,mg,P,,,,,
2024-07-31,main,L03AX02,roquinimex,,,,,,,,
2024-07-31,main,L03AX03,BCG vaccine,1.8,mg,intravesical,,,,,
2024-07-31,main,L03AX04,pegademase,,,,,,,,
2024-07-31,main,L03AX05,pidotimod,1.6,g,O,,,,,
2024-07-31,main,L03AX07,poly I:C,,,,,,,,
2024-07-31,main,L03AX08,poly ICLC,,,,,,,,
2024-07-31,main,L03AX09,thymopentin,,,,,,,,
2024-07-31,main,L03AX10,immunocyanin,3.0,mg,intravesical,,,,,
2024-07-31,main,L03AX11,tasonermin,3.5,mg,P,,,,,
2024-07-31,main,L03AX12,melanoma vaccine,,,,,,,,
2024-07-31,main,L03AX13,glatiramer acetate,20.0,mg,P,,,,,
2024-07-31,main,L03AX14,histamine dihydrochloride,0.5,mg,P,,,,,
2024-07-31,main,L03AX15,mifamurtide,0.7,mg,P,,,,,
2024-07-31,main,L03AX16,plerixafor,16.8,mg,P,,,,,
2024-07-31,main,L03AX17,sipuleucel-T,,,,,,,,
2024-07-31,main,L03AX18,cridanimod,,,,,,,,
2024-07-31,main,L03AX19,dasiprotimut-T,,,,,,,,
2024-07-31,main,L03AX21,elapegademase,,,,,,,,
2024-07-31,main,L03AX22,leniolisib,,,,,,,,
2024-07-31,main,L04,IMMUNOSUPPRESSANTS,,,,,,,,
2024-07-31,main,L04A,IMMUNOSUPPRESSANTS,,,,,,,,
2024-07-31,main,L04AA,Selective immunosuppressants,,,,,,,,
2024-07-31,main,L04AA03,antilymphocyte immunoglobulin (horse),1.05,g,P,,,,,
2024-07-31,main,L04AA04,antithymocyte immunoglobulin (rabbit),0.1,g,P,,,,,
2024-07-31,main,L04AA06,mycophenolic acid,2.0,g,O,as mycophenolate mofetil,,,,
2024-07-31,main,L04AA06,mycophenolic acid,2.0,g,P,as mycophenolate mofetil,,,,
2024-07-31,main,L04AA15,alefacept,,,,,,,,
2024-07-31,main,L04AA19,gusperimus,,,,,,,,
2024-07-31,main,L04AA22,abetimus,,,,,,,,
2024-07-31,main,L04AA24,abatacept,27.0,mg,P,,,,,
2024-07-31,main,L04AA28,belatacept,12.5,mg,P,,,,,
2024-07-31,main,L04AA32,apremilast,60.0,mg,O,,,,,
2024-07-31,main,L04AA40,cladribine,0.34,mg,O,,,,,
2024-07-31,main,L04AA41,imlifidase,17.5,mg,P,course dose,,,,
2024-07-31,main,L04AA48,belumosudil,,,,,,,,
2024-07-31,main,L04AA58,efgartigimod alfa,,,,,,,,
2024-07-31,main,L04AB,Tumor necrosis factor alpha (TNF-α) inhibitors,,,,,,,,
2024-07-31,main,L04AB01,etanercept,7.0,mg,P,,,,,
2024-07-31,main,L04AB02,infliximab,3.75,mg,P,,,,,
2024-07-31,main,L04AB03,afelimomab,,,,,,,,
2024-07-31,main,L04AB04,adalimumab,2.9,mg,P,,,,,
2024-07-31,main,L04AB05,certolizumab pegol,14.0,mg,P,,,,,
2024-07-31,main,L04AB06,golimumab,1.66,mg,P,,,,,
2024-07-31,main,L04AB07,opinercept,7.0,mg,P,,,,,
2024-07-31,main,L04AC,Interleukin inhibitors,,,,,,,,
2024-07-31,main,L04AC01,daclizumab,5.0,mg,P,,,,,
2024-07-31,main,L04AC02,basiliximab,40.0,mg,P,course dose,,,,
2024-07-31,main,L04AC03,anakinra,0.1,g,P,,,,,
2024-07-31,main,L04AC04,rilonacept,23.0,mg,P,,,,,
2024-07-31,main,L04AC05,ustekinumab,0.54,mg,P,,,,,
2024-07-31,main,L04AC07,tocilizumab,20.0,mg,P,,,,,
2024-07-31,main,L04AC08,canakinumab,2.7,mg,P,,,,,
2024-07-31,main,L04AC09,briakinumab,,,,,,,,
2024-07-31,main,L04AC10,secukinumab,10.0,mg,P,,,,,
2024-07-31,main,L04AC11,siltuximab,37.0,mg,P,,,,,
2024-07-31,main,L04AC12,brodalumab,15.0,mg,P,,,,,
2024-07-31,main,L04AC13,ixekizumab,2.9,mg,P,,,,,
2024-07-31,main,L04AC14,sarilumab,14.3,mg,P,,,,,
2024-07-31,main,L04AC15,sirukumab,,,,,,,,
2024-07-31,main,L04AC16,guselkumab,1.79,mg,P,,,,,
2024-07-31,main,L04AC17,tildrakizumab,1.11,mg,P,,,,,
2024-07-31,main,L04AC18,risankizumab,1.67,mg,P,,,,,
2024-07-31,main,L04AC19,satralizumab,4.3,mg,P,,,,,
2024-07-31,main,L04AC20,netakimab,,,,,,,,
2024-07-31,main,L04AC21,bimekizumab,5.7,mg,P,,,,,
2024-07-31,main,L04AC22,spesolimab,0.9,g,P,course dose,,,,
2024-07-31,main,L04AC23,olokizumab,,,,,,,,
2024-07-31,main,L04AC24,mirikizumab,,,,,,,,
2024-07-31,main,L04AC25,levilimab,,,,,,,,
2024-07-31,main,L04AD,Calcineurin inhibitors,,,,,,,,
2024-07-31,main,L04AD01,ciclosporin,0.25,g,O,,,,,
2024-07-31,main,L04AD01,ciclosporin,0.25,g,P,,,,,
2024-07-31,main,L04AD02,tacrolimus,5.0,mg,O,,,,,
2024-07-31,main,L04AD02,tacrolimus,5.0,mg,P,,,,,
2024-07-31,main,L04AD03,voclosporin,47.4,mg,O,,,,,
2024-07-31,main,L04AE,Sphingosine-1-phosphate (S1P) receptor modulators,,,,,,,,
2024-07-31,main,L04AE01,fingolimod,0.5,mg,O,,,,,
2024-07-31,main,L04AE02,ozanimod,0.92,mg,O,,,,,
2024-07-31,main,L04AE03,siponimod,,,,,,,,
2024-07-31,main,L04AE04,ponesimod,20.0,mg,O,,,,,
2024-07-31,main,L04AE05,etrasimod,,,,,,,,
2024-07-31,main,L04AF,Janus-associated kinase (JAK) inhibitors,,,,,,,,
2024-07-31,main,L04AF01,tofacitinib,10.0,mg,O,,,,,
2024-07-31,main,L04AF02,baricitinib,3.0,mg,O,,,,,
2024-07-31,main,L04AF03,upadacitinib,15.0,mg,O,,,,,
2024-07-31,main,L04AF04,filgotinib,0.2,g,O,,,,,
2024-07-31,main,L04AF05,itacitinib,,,,,,,,
2024-07-31,main,L04AF06,peficitinib,,,,,,,,
2024-07-31,main,L04AF07,deucravacitinib,,,,,,,,
2024-07-31,main,L04AF08,ritlecitinib,,,,,,,,
2024-07-31,main,L04AG,Monoclonal antibodies,,,,,,,,
2024-07-31,main,L04AG01,muromonab-CD3,5.0,mg,P,,,,,
2024-07-31,main,L04AG02,efalizumab,10.0,mg,P,,,,,
2024-07-31,main,L04AG03,natalizumab,10.0,mg,P,,,,,
2024-07-31,main,L04AG04,belimumab,25.0,mg,P,,,,,
2024-07-31,main,L04AG05,vedolizumab,5.4,mg,P,,,,,
2024-07-31,main,L04AG06,alemtuzumab,0.13,mg,P,,,,,
2024-07-31,main,L04AG07,begelomab,,,,,,,,
2024-07-31,main,L04AG08,ocrelizumab,3.29,mg,P,,,,,
2024-07-31,main,L04AG09,emapalumab,,,,,,,,
2024-07-31,main,L04AG10,inebilizumab,,,,,,,,
2024-07-31,main,L04AG11,anifrolumab,10.7,mg,P,,,,,
2024-07-31,main,L04AG12,ofatumumab,0.67,mg,P,,,,,
2024-07-31,main,L04AG13,teprotumumab,,,,,,,,
2024-07-31,main,L04AG14,ublituximab,,,,,,,,
2024-07-31,main,L04AG15,divozilimab,,,,,,,,
2024-07-31,main,L04AG16,rozanolixizumab,,,,,,,,
2024-07-31,main,L04AH,Mammalian target of rapamycin (mTOR) kinase inhibitors,,,,,,,,
2024-07-31,main,L04AH01,sirolimus,3.0,mg,O,,,,,
2024-07-31,main,L04AH02,everolimus,1.5,mg,O,,,,,
2024-07-31,main,L04AJ,Complement inhibitors,,,,,,,,
2024-07-31,main,L04AJ01,eculizumab,64.0,mg,P,,,,,
2024-07-31,main,L04AJ02,ravulizumab,58.9,mg,P,,,,,
2024-07-31,main,L04AJ03,pegcetacoplan,0.3,g,P,,,,,
2024-07-31,main,L04AJ04,sutimlimab,,,,,,,,
2024-07-31,main,L04AJ05,avacopan,60.0,mg,O,,,,,
2024-07-31,main,L04AJ06,zilucoplan,,,,,,,,
2024-07-31,main,L04AJ07,crovalimab,,,,,,,,
2024-07-31,main,L04AJ08,iptacopan,,,,,,,,
2024-07-31,main,L04AJ09,danicopan,,,,,,,,
2024-07-31,main,L04AK,Dihydroorotate dehydrogenase (DHODH) inhibitors,,,,,,,,
2024-07-31,main,L04AK01,leflunomide,20.0,mg,O,,,,,
2024-07-31,main,L04AK02,teriflunomide,14.0,mg,O,,,,,
2024-07-31,main,L04AX,Other immunosuppressants,,,,,,,,
2024-07-31,main,L04AX01,azathioprine,0.15,g,O,,,,,
2024-07-31,main,L04AX01,azathioprine,0.15,g,P,,,,,
2024-07-31,main,L04AX02,thalidomide,0.1,g,O,,,,,
2024-07-31,main,L04AX03,methotrexate,2.5,mg,O,,,,,
2024-07-31,main,L04AX03,methotrexate,2.5,mg,P,,,,,
2024-07-31,main,L04AX04,lenalidomide,10.0,mg,O,,,,,
2024-07-31,main,L04AX05,pirfenidone,2.4,g,O,,,,,
2024-07-31,main,L04AX06,pomalidomide,3.0,mg,O,,,,,
2024-07-31,main,L04AX07,dimethyl fumarate,0.48,g,O,,,,,
2024-07-31,main,L04AX08,darvadstrocel,,,,,,,,
2024-07-31,main,L04AX09,diroximel fumarate,0.924,g,O,,,,,
2024-07-31,main,M,MUSCULO-SKELETAL SYSTEM,,,,,,,,
2024-07-31,main,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,,,,,,,,
2024-07-31,main,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",,,,,,,,
2024-07-31,main,M01AA,Butylpyrazolidines,,,,,,,,
2024-07-31,main,M01AA01,phenylbutazone,0.3,g,O,,,,,
2024-07-31,main,M01AA01,phenylbutazone,0.3,g,P,,,,,
2024-07-31,main,M01AA01,phenylbutazone,0.3,g,R,,,,,
2024-07-31,main,M01AA02,mofebutazone,0.75,g,O,,,,,
2024-07-31,main,M01AA02,mofebutazone,0.75,g,P,,,,,
2024-07-31,main,M01AA03,oxyphenbutazone,0.3,g,O,,,,,
2024-07-31,main,M01AA03,oxyphenbutazone,0.3,g,R,,,,,
2024-07-31,main,M01AA05,clofezone,0.6,g,O,,,,,
2024-07-31,main,M01AA05,clofezone,0.6,g,R,,,,,
2024-07-31,main,M01AA06,kebuzone,,,,,,,,
2024-07-31,main,M01AB,Acetic acid derivatives and related substances,,,,,,,,
2024-07-31,main,M01AB01,indometacin,0.1,g,O,,,,,
2024-07-31,main,M01AB01,indometacin,0.1,g,P,,,,,
2024-07-31,main,M01AB01,indometacin,0.1,g,R,,,,,
2024-07-31,main,M01AB02,sulindac,0.4,g,O,,,,,
2024-07-31,main,M01AB02,sulindac,0.4,g,P,,,,,
2024-07-31,main,M01AB02,sulindac,0.4,g,R,,,,,
2024-07-31,main,M01AB03,tolmetin,0.7,g,O,,,,,
2024-07-31,main,M01AB03,tolmetin,0.7,g,R,,,,,
2024-07-31,main,M01AB04,zomepirac,0.3,g,O,,,,,
2024-07-31,main,M01AB05,diclofenac,0.1,g,O,,,,,
2024-07-31,main,M01AB05,diclofenac,0.1,g,P,,,,,
2024-07-31,main,M01AB05,diclofenac,0.1,g,R,,,,,
2024-07-31,main,M01AB06,alclofenac,1.25,g,O,,,,,
2024-07-31,main,M01AB06,alclofenac,1.25,g,R,,,,,
2024-07-31,main,M01AB07,bumadizone,0.4,g,O,,,,,
2024-07-31,main,M01AB08,etodolac,0.4,g,O,,,,,
2024-07-31,main,M01AB09,lonazolac,0.6,g,O,,,,,
2024-07-31,main,M01AB10,fentiazac,,,,,,,,
2024-07-31,main,M01AB11,acemetacin,0.12,g,O,,,,,
2024-07-31,main,M01AB12,difenpiramide,,,,,,,,
2024-07-31,main,M01AB13,oxametacin,,,,,,,,
2024-07-31,main,M01AB14,proglumetacin,,,,,,,,
2024-07-31,main,M01AB15,ketorolac,30.0,mg,O,,,,,
2024-07-31,main,M01AB15,ketorolac,30.0,mg,P,,,,,
2024-07-31,main,M01AB16,aceclofenac,0.2,g,O,,,,,
2024-07-31,main,M01AB17,bufexamac,,,,,,,,
2024-07-31,main,M01AB51,"indometacin, combinations",0.1,g,O,Refers to indometacin,,,,
2024-07-31,main,M01AB51,"indometacin, combinations",0.1,g,R,Refers to indometacin,,,,
2024-07-31,main,M01AB55,"diclofenac, combinations",0.1,g,O,Refers to diclofenac,,,,
2024-07-31,main,M01AC,Oxicams,,,,,,,,
2024-07-31,main,M01AC01,piroxicam,20.0,mg,O,,,,,
2024-07-31,main,M01AC01,piroxicam,20.0,mg,P,,,,,
2024-07-31,main,M01AC01,piroxicam,20.0,mg,R,,,,,
2024-07-31,main,M01AC02,tenoxicam,20.0,mg,O,,,,,
2024-07-31,main,M01AC02,tenoxicam,20.0,mg,P,,,,,
2024-07-31,main,M01AC02,tenoxicam,20.0,mg,R,,,,,
2024-07-31,main,M01AC04,droxicam,,,,,,,,
2024-07-31,main,M01AC05,lornoxicam,12.0,mg,O,,,,,
2024-07-31,main,M01AC05,lornoxicam,12.0,mg,P,,,,,
2024-07-31,main,M01AC05,lornoxicam,12.0,mg,R,,,,,
2024-07-31,main,M01AC06,meloxicam,15.0,mg,O,,,,,
2024-07-31,main,M01AC06,meloxicam,15.0,mg,P,,,,,
2024-07-31,main,M01AC06,meloxicam,15.0,mg,R,,,,,
2024-07-31,main,M01AC56,"meloxicam, combinations",,,,,,,,
2024-07-31,main,M01AE,Propionic acid derivatives,,,,,,,,
2024-07-31,main,M01AE01,ibuprofen,1.2,g,O,,,,,
2024-07-31,main,M01AE01,ibuprofen,1.2,g,P,,,,,
2024-07-31,main,M01AE01,ibuprofen,1.2,g,R,,,,,
2024-07-31,main,M01AE02,naproxen,0.5,g,O,,,,,
2024-07-31,main,M01AE02,naproxen,0.5,g,R,,,,,
2024-07-31,main,M01AE03,ketoprofen,0.15,g,O,,,,,
2024-07-31,main,M01AE03,ketoprofen,0.15,g,P,,,,,
2024-07-31,main,M01AE03,ketoprofen,0.15,g,R,,,,,
2024-07-31,main,M01AE04,fenoprofen,1.2,g,O,,,,,
2024-07-31,main,M01AE05,fenbufen,0.6,g,O,,,,,
2024-07-31,main,M01AE06,benoxaprofen,,,,,,,,
2024-07-31,main,M01AE07,suprofen,0.4,g,O,,,,,
2024-07-31,main,M01AE08,pirprofen,0.8,g,O,,,,,
2024-07-31,main,M01AE09,flurbiprofen,0.2,g,O,,,,,
2024-07-31,main,M01AE09,flurbiprofen,0.2,g,R,,,,,
2024-07-31,main,M01AE10,indoprofen,,,,,,,,
2024-07-31,main,M01AE11,tiaprofenic acid,0.6,g,O,,,,,
2024-07-31,main,M01AE11,tiaprofenic acid,0.6,g,R,,,,,
2024-07-31,main,M01AE12,oxaprozin,0.9,g,O,,,,,
2024-07-31,main,M01AE13,ibuproxam,,,,,,,,
2024-07-31,main,M01AE14,dexibuprofen,0.8,g,O,,,,,
2024-07-31,main,M01AE15,flunoxaprofen,,,,,,,,
2024-07-31,main,M01AE16,alminoprofen,,,,,,,,
2024-07-31,main,M01AE17,dexketoprofen,75.0,mg,O,,,,,
2024-07-31,main,M01AE17,dexketoprofen,75.0,mg,P,,,,,
2024-07-31,main,M01AE18,naproxcinod,,,,,,,,
2024-07-31,main,M01AE51,"ibuprofen, combinations",,,,,,,,
2024-07-31,main,M01AE52,naproxen and esomeprazole,0.5,g,O,Refers to naproxen,,,,
2024-07-31,main,M01AE53,"ketoprofen, combinations",,,,,,,,
2024-07-31,main,M01AE56,naproxen and misoprostol,,,,,,,,
2024-07-31,main,M01AE57,naproxen and diphenhydramine,,,,,,,,
2024-07-31,main,M01AG,Fenamates,,,,,,,,
2024-07-31,main,M01AG01,mefenamic acid,1.0,g,O,,,,,
2024-07-31,main,M01AG02,tolfenamic acid,0.3,g,O,,,,,
2024-07-31,main,M01AG02,tolfenamic acid,0.3,g,R,,,,,
2024-07-31,main,M01AG03,flufenamic acid,0.5,g,O,,,,,
2024-07-31,main,M01AG04,meclofenamic acid,,,,,,,,
2024-07-31,main,M01AH,Coxibs,,,,,,,,
2024-07-31,main,M01AH01,celecoxib,0.2,g,O,,,,,
2024-07-31,main,M01AH02,rofecoxib,25.0,mg,O,,,,,
2024-07-31,main,M01AH03,valdecoxib,10.0,mg,O,,,,,
2024-07-31,main,M01AH04,parecoxib,40.0,mg,P,,,,,
2024-07-31,main,M01AH05,etoricoxib,60.0,mg,O,,,,,
2024-07-31,main,M01AH06,lumiracoxib,0.1,g,O,,,,,
2024-07-31,main,M01AH07,polmacoxib,,,,,,,,
2024-07-31,main,M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids",,,,,,,,
2024-07-31,main,M01AX01,nabumetone,1.0,g,O,,,,,
2024-07-31,main,M01AX02,niflumic acid,0.75,g,O,,,,,
2024-07-31,main,M01AX04,azapropazone,0.75,g,O,,,,,
2024-07-31,main,M01AX05,glucosamine,1.5,g,O,Refers to glucosamine sulfate,,,,
2024-07-31,main,M01AX07,benzydamine,0.15,g,O,,,,,
2024-07-31,main,M01AX07,benzydamine,0.15,g,R,,,,,
2024-07-31,main,M01AX12,glucosaminoglycan polysulfate,50.0,mg,P,,,,,
2024-07-31,main,M01AX13,proquazone,0.9,g,O,,,,,
2024-07-31,main,M01AX13,proquazone,0.9,g,R,,,,,
2024-07-31,main,M01AX14,orgotein,,,,,,,,
2024-07-31,main,M01AX17,nimesulide,0.2,g,O,,,,,
2024-07-31,main,M01AX18,feprazone,,,,,,,,
2024-07-31,main,M01AX21,diacerein,,,,,,,,
2024-07-31,main,M01AX22,morniflumate,,,,,,,,
2024-07-31,main,M01AX23,tenidap,,,,,,,,
2024-07-31,main,M01AX24,oxaceprol,,,,,,,,
2024-07-31,main,M01AX25,chondroitin sulfate,,,,,,,,
2024-07-31,main,M01AX26,"avocado and soyabean oil, unsaponifiables",,,,,,,,
2024-07-31,main,M01AX68,"feprazone, combinations",,,,,,,,
2024-07-31,main,M01B,ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION,,,,,,,,
2024-07-31,main,M01BA,Antiinflammatory/antirheumatic agents in combination with corticosteroids,,,,,,,,
2024-07-31,main,M01BA01,phenylbutazone and corticosteroids,,,,,,,,
2024-07-31,main,M01BA02,dipyrocetyl and corticosteroids,,,,,,,,
2024-07-31,main,M01BA03,acetylsalicylic acid and corticosteroids,,,,,,,,
2024-07-31,main,M01BX,Other antiinflammatory/antirheumatic agents in combination with other drugs,,,,,,,,
2024-07-31,main,M01C,SPECIFIC ANTIRHEUMATIC AGENTS,,,,,,,,
2024-07-31,main,M01CA,Quinolines,,,,,,,,
2024-07-31,main,M01CA03,oxycinchophen,1.5,g,O,,,,,
2024-07-31,main,M01CB,Gold preparations,,,,,,,,
2024-07-31,main,M01CB01,sodium aurothiomalate,2.4,mg,P,,,,,
2024-07-31,main,M01CB02,sodium aurotiosulfate,14.0,mg,P,,,,,
2024-07-31,main,M01CB03,auranofin,6.0,mg,O,,,,,
2024-07-31,main,M01CB04,aurothioglucose,2.4,mg,P,,,,,
2024-07-31,main,M01CB05,aurotioprol,,,,,,,,
2024-07-31,main,M01CC,Penicillamine and similar agents,,,,,,,,
2024-07-31,main,M01CC01,penicillamine,0.5,g,O,,,,,
2024-07-31,main,M01CC02,bucillamine,,,,,,,,
2024-07-31,main,M01CX,Other specific antirheumatic agents,,,,,,,,
2024-07-31,main,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,,,,,,,,
2024-07-31,main,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,,,,,,,,
2024-07-31,main,M02AA,"Antiinflammatory preparations, non-steroids for topical use",,,,,,,,
2024-07-31,main,M02AA01,phenylbutazone,,,,,,,,
2024-07-31,main,M02AA02,mofebutazone,,,,,,,,
2024-07-31,main,M02AA03,clofezone,,,,,,,,
2024-07-31,main,M02AA04,oxyphenbutazone,,,,,,,,
2024-07-31,main,M02AA05,benzydamine,,,,,,,,
2024-07-31,main,M02AA06,etofenamate,,,,,,,,
2024-07-31,main,M02AA07,piroxicam,,,,,,,,
2024-07-31,main,M02AA08,felbinac,,,,,,,,
2024-07-31,main,M02AA09,bufexamac,,,,,,,,
2024-07-31,main,M02AA10,ketoprofen,,,,,,,,
2024-07-31,main,M02AA11,bendazac,,,,,,,,
2024-07-31,main,M02AA12,naproxen,,,,,,,,
2024-07-31,main,M02AA13,ibuprofen,,,,,,,,
2024-07-31,main,M02AA14,fentiazac,,,,,,,,
2024-07-31,main,M02AA15,diclofenac,,,,,,,,
2024-07-31,main,M02AA16,feprazone,,,,,,,,
2024-07-31,main,M02AA17,niflumic acid,,,,,,,,
2024-07-31,main,M02AA18,meclofenamic acid,,,,,,,,
2024-07-31,main,M02AA19,flurbiprofen,,,,,,,,
2024-07-31,main,M02AA21,tolmetin,,,,,,,,
2024-07-31,main,M02AA22,suxibuzone,,,,,,,,
2024-07-31,main,M02AA23,indometacin,,,,,,,,
2024-07-31,main,M02AA24,nifenazone,,,,,,,,
2024-07-31,main,M02AA25,aceclofenac,,,,,,,,
2024-07-31,main,M02AA26,nimesulide,,,,,,,,
2024-07-31,main,M02AA27,dexketoprofen,,,,,,,,
2024-07-31,main,M02AA28,piketoprofen,,,,,,,,
2024-07-31,main,M02AA29,esflurbiprofen,,,,,,,,
2024-07-31,main,M02AA31,loxoprofen,,,,,,,,
2024-07-31,main,M02AB,Capsaicin and similar agents,,,,,,,,
2024-07-31,main,M02AB01,capsaicin,,,,,,,,
2024-07-31,main,M02AB02,zucapsaicin,,,,,,,,
2024-07-31,main,M02AC,Preparations with salicylic acid derivatives,,,,,,,,
2024-07-31,main,M02AX,Other topical products for joint and muscular pain,,,,,,,,
2024-07-31,main,M02AX02,tolazoline,,,,,,,,
2024-07-31,main,M02AX03,dimethyl sulfoxide,,,,,,,,
2024-07-31,main,M02AX05,idrocilamide,,,,,,,,
2024-07-31,main,M02AX06,tolperisone,,,,,,,,
2024-07-31,main,M02AX10,various,,,,,,,,
2024-07-31,main,M03,MUSCLE RELAXANTS,,,,,,,,
2024-07-31,main,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",,,,,,,,
2024-07-31,main,M03AA,Curare alkaloids,,,,,,,,
2024-07-31,main,M03AA01,alcuronium,,,,,,,,
2024-07-31,main,M03AA02,tubocurarine,,,,,,,,
2024-07-31,main,M03AA04,dimethyltubocurarine,,,,,,,,
2024-07-31,main,M03AB,Choline derivatives,,,,,,,,
2024-07-31,main,M03AB01,suxamethonium,,,,,,,,
2024-07-31,main,M03AC,Other quaternary ammonium compounds,,,,,,,,
