snapshot_date,record_type,atc_code,atc_name,ddd,uom,adm_r,note,brand_name,dosage_form,ingredients,ddd_comb
2024-07-31,main,A03AX01,fenpiprane,,,,,,,,
2024-07-31,main,A03AX02,diisopromine,,,,,,,,
2024-07-31,main,A03AX03,chlorbenzoxamine,0.15,g,O,,,,,
2024-07-31,main,A03AX04,pinaverium,0.15,g,O,,,,,
2024-07-31,main,A03AX05,fenoverine,,,,,,,,
2024-07-31,main,A03AX06,idanpramine,,,,,,,,
2024-07-31,main,A03AX07,proxazole,,,,,,,,
2024-07-31,main,A03AX08,alverine,,,,,,,,
2024-07-31,main,A03AX09,trepibutone,,,,,,,,
2024-07-31,main,A03AX10,isometheptene,,,,,,,,
2024-07-31,main,A03AX11,caroverine,,,,,,,,
2024-07-31,main,A03AX12,phloroglucinol,,,,,,,,
2024-07-31,main,A03AX13,silicones,0.5,g,O,,,,,
2024-07-31,main,A03AX14,valethamate,,,,,,,,
2024-07-31,main,A03AX15,menthae piperitae aetheroleum,,,,,,,,
2024-07-31,main,A03AX30,trimethyldiphenylpropylamine,50.0,mg,O,,,,,
2024-07-31,main,A03AX30,trimethyldiphenylpropylamine,50.0,mg,P,,,,,
2024-07-31,main,A03AX58,"alverine, combinations",,,,,,,,
2024-07-31,main,A03B,"BELLADONNA AND DERIVATIVES, PLAIN",,,,,,,,
2024-07-31,main,A03BA,"Belladonna alkaloids, tertiary amines",,,,,,,,
2024-07-31,main,A03BA01,atropine,1.5,mg,O,,,,,
2024-07-31,main,A03BA01,atropine,1.5,mg,P,,,,,
2024-07-31,main,A03BA03,hyoscyamine,1.2,mg,O,,,,,
2024-07-31,main,A03BA04,belladonna total alkaloids,1.0,mg,O,,,,,
2024-07-31,main,A03BB,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",,,,,,,,
2024-07-31,main,A03BB01,butylscopolamine,60.0,mg,O,,,,,
2024-07-31,main,A03BB01,butylscopolamine,60.0,mg,P,,,,,
2024-07-31,main,A03BB01,butylscopolamine,60.0,mg,R,,,,,
2024-07-31,main,A03BB02,methylatropine,3.0,mg,O,,,,,
2024-07-31,main,A03BB03,methylscopolamine,12.0,mg,O,,,,,
2024-07-31,main,A03BB03,methylscopolamine,12.0,mg,P,,,,,
2024-07-31,main,A03BB04,fentonium,60.0,mg,O,,,,,
2024-07-31,main,A03BB05,cimetropium bromide,,,,,,,,
2024-07-31,main,A03BB06,homatropine methylbromide,,,,,,,,
2024-07-31,main,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,,,,,,,,
2024-07-31,main,A03CA,Synthetic anticholinergic agents in combination with psycholeptics,,,,,,,,
2024-07-31,main,A03CA01,isopropamide and psycholeptics,,,,,,,,
2024-07-31,main,A03CA02,clidinium and psycholeptics,,,,,,,,
2024-07-31,main,A03CA03,oxyphencyclimine and psycholeptics,,,,,,,,
2024-07-31,main,A03CA04,otilonium bromide and psycholeptics,,,,,,,,
2024-07-31,main,A03CA05,glycopyrronium bromide and psycholeptics,,,,,,,,
2024-07-31,main,A03CA06,bevonium and psycholeptics,,,,,,,,
2024-07-31,main,A03CA07,ambutonium and psycholeptics,,,,,,,,
2024-07-31,main,A03CA08,diphemanil and psycholeptics,,,,,,,,
2024-07-31,main,A03CA09,pipenzolate and psycholeptics,,,,,,,,
2024-07-31,main,A03CA30,emepronium and psycholeptics,,,,,,,,
2024-07-31,main,A03CA34,propantheline and psycholeptics,,,,,,,,
2024-07-31,main,A03CB,Belladonna and derivatives in combination with psycholeptics,,,,,,,,
2024-07-31,main,A03CB01,methylscopolamine and psycholeptics,,,,,,,,
2024-07-31,main,A03CB02,belladonna total alkaloids and psycholeptics,,,,,,,,
2024-07-31,main,A03CB03,atropine and psycholeptics,,,,,,,,
2024-07-31,main,A03CB04,homatropine methylbromide and psycholeptics,,,,,,,,
2024-07-31,main,A03CB31,hyoscyamine and psycholeptics,,,,,,,,
2024-07-31,main,A03CC,Other antispasmodics in combination with psycholeptics,,,,,,,,
2024-07-31,main,A03D,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,,,,,,,,
2024-07-31,main,A03DA,Synthetic anticholinergic agents in combination with analgesics,,,,,,,,
2024-07-31,main,A03DA01,tropenzilone and analgesics,,,,,,,,
2024-07-31,main,A03DA02,pitofenone and analgesics,,,,,,,,
2024-07-31,main,A03DA03,bevonium and analgesics,,,,,,,,
2024-07-31,main,A03DA04,ciclonium and analgesics,,,,,,,,
2024-07-31,main,A03DA05,camylofin and analgesics,,,,,,,,
2024-07-31,main,A03DA06,trospium and analgesics,,,,,,,,
2024-07-31,main,A03DA07,tiemonium iodide and analgesics,,,,,,,,
2024-07-31,main,A03DB,Belladonna and derivatives in combination with analgesics,,,,,,,,
2024-07-31,main,A03DB04,butylscopolamine and analgesics,,,,,,,,
2024-07-31,main,A03DC,Other antispasmodics in combination with analgesics,,,,,,,,
2024-07-31,main,A03E,ANTISPASMODICS AND ANTICHOLINERGICS IN COMBINATION WITH OTHER DRUGS,,,,,,,,
2024-07-31,main,A03EA,"Antispasmodics, psycholeptics and analgesics in combination",,,,,,,,
2024-07-31,main,A03ED,Antispasmodics in combination with other drugs,,,,,,,,
2024-07-31,main,A03F,PROPULSIVES,,,,,,,,
2024-07-31,main,A03FA,Propulsives,,,,,,,,
2024-07-31,main,A03FA01,metoclopramide,30.0,mg,O,,,,,
2024-07-31,main,A03FA01,metoclopramide,30.0,mg,P,,,,,
2024-07-31,main,A03FA01,metoclopramide,30.0,mg,R,,,,,
2024-07-31,main,A03FA02,cisapride,30.0,mg,O,,,,,
2024-07-31,main,A03FA02,cisapride,30.0,mg,R,,,,,
2024-07-31,main,A03FA03,domperidone,30.0,mg,O,,,,,
2024-07-31,main,A03FA03,domperidone,30.0,mg,P,,,,,
2024-07-31,main,A03FA03,domperidone,0.12,g,R,,,,,
2024-07-31,main,A03FA04,bromopride,20.0,mg,O,,,,,
2024-07-31,main,A03FA04,bromopride,20.0,mg,P,,,,,
2024-07-31,main,A03FA05,alizapride,0.15,g,O,,,,,
2024-07-31,main,A03FA05,alizapride,0.15,g,P,,,,,
2024-07-31,main,A03FA06,clebopride,,,,,,,,
2024-07-31,main,A03FA07,itopride,0.15,g,O,,,,,
2024-07-31,main,A03FA08,cinitapride,,,,,,,,
2024-07-31,main,A03FA09,mosapride,,,,,,,,
2024-07-31,main,A03FA10,acotiamide,,,,,,,,
2024-07-31,main,A04,ANTIEMETICS AND ANTINAUSEANTS,,,,,,,,
2024-07-31,main,A04A,ANTIEMETICS AND ANTINAUSEANTS,,,,,,,,
2024-07-31,main,A04AA,Serotonin (5HT3) antagonists,,,,,,,,
2024-07-31,main,A04AA01,ondansetron,16.0,mg,O,,,,,
2024-07-31,main,A04AA01,ondansetron,16.0,mg,P,,,,,
2024-07-31,main,A04AA01,ondansetron,16.0,mg,R,,,,,
2024-07-31,main,A04AA02,granisetron,2.0,mg,O,,,,,
2024-07-31,main,A04AA02,granisetron,3.0,mg,P,,,,,
2024-07-31,main,A04AA02,granisetron,3.1,mg,TD,,,,,
2024-07-31,main,A04AA03,tropisetron,5.0,mg,O,,,,,
2024-07-31,main,A04AA03,tropisetron,5.0,mg,P,,,,,
2024-07-31,main,A04AA04,dolasetron,0.2,g,O,,,,,
2024-07-31,main,A04AA04,dolasetron,0.1,g,P,,,,,
2024-07-31,main,A04AA05,palonosetron,0.5,mg,O,,,,,
2024-07-31,main,A04AA05,palonosetron,0.25,mg,P,,,,,
2024-07-31,main,A04AA55,"palonosetron, combinations",,,,,,,,
2024-07-31,main,A04AD,Other antiemetics,,,,,,,,
2024-07-31,main,A04AD01,scopolamine,,,,,,,,
2024-07-31,main,A04AD02,cerium oxalate,,,,,,,,
2024-07-31,main,A04AD04,chlorobutanol,,,,,,,,
2024-07-31,main,A04AD05,metopimazine,15.0,mg,O,,,,,
2024-07-31,main,A04AD05,metopimazine,15.0,mg,P,,,,,
2024-07-31,main,A04AD10,dronabinol,,,,,,,,
2024-07-31,main,A04AD11,nabilone,3.0,mg,O,,,,,
2024-07-31,main,A04AD12,aprepitant,165.0,mg,O,,,,,
2024-07-31,main,A04AD12,aprepitant,150.0,mg,P,Refers to fosaprepitant,,,,
2024-07-31,main,A04AD13,casopitant,,,,,,,,
2024-07-31,main,A04AD14,rolapitant,0.18,g,O,,,,,
2024-07-31,main,A04AD51,"scopolamine, combinations",,,,,,,,
2024-07-31,main,A04AD54,"chlorobutanol, combinations",,,,,,,,
2024-07-31,main,A05,BILE AND LIVER THERAPY,,,,,,,,
2024-07-31,main,A05A,BILE THERAPY,,,,,,,,
2024-07-31,main,A05AA,Bile acids and derivatives,,,,,,,,
2024-07-31,main,A05AA01,chenodeoxycholic acid,1.0,g,O,,,,,
2024-07-31,main,A05AA02,ursodeoxycholic acid,0.75,g,O,,,,,
2024-07-31,main,A05AA03,cholic acid,,,,,,,,
2024-07-31,main,A05AA04,obeticholic acid,10.0,mg,O,,,,,
2024-07-31,main,A05AA05,ursodoxicoltaurine,,,,,,,,
2024-07-31,main,A05AB,Preparations for biliary tract therapy,,,,,,,,
2024-07-31,main,A05AB01,nicotinyl methylamide,,,,,,,,
2024-07-31,main,A05AX,Other drugs for bile therapy,,,,,,,,
2024-07-31,main,A05AX01,piprozolin,,,,,,,,
2024-07-31,main,A05AX02,hymecromone,,,,,,,,
2024-07-31,main,A05AX03,cyclobutyrol,,,,,,,,
2024-07-31,main,A05AX04,maralixibat chloride,,,,,,,,
2024-07-31,main,A05AX05,odevixibat,,,,,,,,
2024-07-31,main,A05AX06,elafibranor,,,,,,,,
2024-07-31,main,A05B,"LIVER THERAPY, LIPOTROPICS",,,,,,,,
2024-07-31,main,A05BA,Liver therapy,,,,,,,,
2024-07-31,main,A05BA01,arginine glutamate,,,,,,,,
2024-07-31,main,A05BA03,silymarin,,,,,,,,
2024-07-31,main,A05BA04,citiolone,,,,,,,,
2024-07-31,main,A05BA05,epomediol,,,,,,,,
2024-07-31,main,A05BA06,ornithine oxoglurate,,,,,,,,
2024-07-31,main,A05BA07,tidiacic arginine,,,,,,,,
2024-07-31,main,A05BA08,glycyrrhizic acid,,,,,,,,
2024-07-31,main,A05BA09,metadoxine,,,,,,,,
2024-07-31,main,A05BA10,phospholipids,,,,,,,,
2024-07-31,main,A05C,DRUGS FOR BILE THERAPY AND LIPOTROPICS IN COMBINATION,,,,,,,,
2024-07-31,main,A06,DRUGS FOR CONSTIPATION,,,,,,,,
2024-07-31,main,A06A,DRUGS FOR CONSTIPATION,,,,,,,,
2024-07-31,main,A06AA,"Softeners, emollients",,,,,,,,
2024-07-31,main,A06AA01,liquid paraffin,15.0,g,O,,,,,
2024-07-31,main,A06AA02,docusate sodium,0.15,g,O,,,,,
2024-07-31,main,A06AA51,"liquid paraffin, combinations",,,,,,,,
2024-07-31,main,A06AB,Contact laxatives,,,,,,,,
2024-07-31,main,A06AB01,oxyphenisatine,10.0,mg,O,,,,,
2024-07-31,main,A06AB02,bisacodyl,10.0,mg,O,,,,,
2024-07-31,main,A06AB02,bisacodyl,10.0,mg,R,,,,,
2024-07-31,main,A06AB03,dantron,50.0,mg,O,,,,,
2024-07-31,main,A06AB04,phenolphthalein,0.2,g,O,,,,,
2024-07-31,main,A06AB05,castor oil,20.0,g,O,,,,,
2024-07-31,main,A06AB06,senna glycosides,,,,,,,,
2024-07-31,main,A06AB07,cascara,,,,,,,,
2024-07-31,main,A06AB08,sodium picosulfate,5.0,mg,O,,,,,
2024-07-31,main,A06AB09,bisoxatin,0.12,g,O,,,,,
2024-07-31,main,A06AB20,contact laxatives in combination,,,,,,,,
2024-07-31,main,A06AB30,contact laxatives in combination with belladonna alkaloids,,,,,,,,
2024-07-31,main,A06AB52,"bisacodyl, combinations",,,,,,,,
2024-07-31,main,A06AB53,"dantron, combinations",,,,,,,,
2024-07-31,main,A06AB56,"senna glycosides, combinations",,,,,,,,
2024-07-31,main,A06AB57,"cascara, combinations",,,,,,,,
2024-07-31,main,A06AB58,"sodium picosulfate, combinations",,,,,,,,
2024-07-31,main,A06AC,Bulk-forming laxatives,,,,,,,,
2024-07-31,main,A06AC01,ispaghula (psylla seeds),7.0,g,O,,,,,
2024-07-31,main,A06AC02,ethulose,3.0,g,O,,,,,
2024-07-31,main,A06AC03,sterculia,8.0,g,O,,,,,
2024-07-31,main,A06AC05,linseed,,,,,,,,
2024-07-31,main,A06AC06,methylcellulose,2.0,g,O,,,,,
2024-07-31,main,A06AC07,triticum (wheat fibre),10.0,g,O,,,,,
2024-07-31,main,A06AC08,polycarbophil calcium,2.5,g,O,,,,,
2024-07-31,main,A06AC51,"ispaghula, combinations",,,,,,,,
2024-07-31,main,A06AC53,"sterculia, combinations",,,,,,,,
2024-07-31,main,A06AC55,"linseed, combinations",,,,,,,,
2024-07-31,main,A06AD,Osmotically acting laxatives,,,,,,,,
2024-07-31,main,A06AD01,magnesium carbonate,7.0,g,O,,,,,
2024-07-31,main,A06AD02,magnesium oxide,7.0,g,O,,,,,
2024-07-31,main,A06AD03,magnesium peroxide,,,,,,,,
2024-07-31,main,A06AD04,magnesium sulfate,7.0,g,O,,,,,
2024-07-31,main,A06AD10,mineral salts in combination,,,,,,,,
2024-07-31,main,A06AD11,lactulose,6.7,g,O,,,,,
2024-07-31,main,A06AD12,lactitol,10.0,g,O,,,,,
2024-07-31,main,A06AD13,sodium sulfate,,,,,,,,
2024-07-31,main,A06AD14,pentaerithrityl,,,,,,,,
2024-07-31,main,A06AD15,macrogol,10.0,g,O,,,,,
2024-07-31,main,A06AD16,mannitol,,,,,,,,
2024-07-31,main,A06AD17,sodium phosphate,50.0,g,O,,,,,
2024-07-31,main,A06AD18,sorbitol,10.0,g,O,,,,,
2024-07-31,main,A06AD19,magnesium citrate,,,,,,,,
2024-07-31,main,A06AD21,sodium tartrate,,,,,,,,
2024-07-31,main,A06AD61,"lactulose, combinations",,,,,,,,
2024-07-31,main,A06AD65,"macrogol, combinations",,,,,,,,
2024-07-31,main,A06AG,Enemas,,,,,,,,
2024-07-31,main,A06AG01,sodium phosphate,,,,,,,,
2024-07-31,main,A06AG02,bisacodyl,,,,,,,,
2024-07-31,main,A06AG03,"dantron, incl. combinations",,,,,,,,
2024-07-31,main,A06AG04,glycerol,,,,,,,,
2024-07-31,main,A06AG06,oil,,,,,,,,
2024-07-31,main,A06AG07,sorbitol,,,,,,,,
2024-07-31,main,A06AG10,"docusate sodium, incl. combinations",,,,,,,,
2024-07-31,main,A06AG11,"sodium lauryl sulfoacetate, incl. combinations",,,,,,,,
2024-07-31,main,A06AG20,combinations,,,,,,,,
2024-07-31,main,A06AH,Peripheral opioid receptor antagonists,,,,,,,,
2024-07-31,main,A06AH01,methylnaltrexone bromide,6.0,mg,P,,,,,
2024-07-31,main,A06AH02,alvimopan,,,,,,,,
2024-07-31,main,A06AH03,naloxegol,25.0,mg,O,,,,,
2024-07-31,main,A06AH04,naloxone,,,,,,,,
2024-07-31,main,A06AH05,naldemedine,0.2,mg,O,,,,,
2024-07-31,main,A06AX,Other drugs for constipation,,,,,,,,
2024-07-31,main,A06AX01,glycerol,,,,,,,,
2024-07-31,main,A06AX02,carbon dioxide producing drugs,,,,,,,,
2024-07-31,main,A06AX03,lubiprostone,,,,,,,,
2024-07-31,main,A06AX04,linaclotide,0.29,mg,O,,,,,
2024-07-31,main,A06AX05,prucalopride,2.0,mg,O,,,,,
2024-07-31,main,A06AX06,tegaserod,12.0,mg,O,,,,,
2024-07-31,main,A06AX07,plecanatide,3.0,mg,O,,,,,
2024-07-31,main,A06AX08,tenapanor,,,,,,,,
2024-07-31,main,A06AX09,elobixibat,,,,,,,,
2024-07-31,main,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",,,,,,,,
2024-07-31,main,A07A,INTESTINAL ANTIINFECTIVES,,,,,,,,
2024-07-31,main,A07AA,Antibiotics,,,,,,,,
2024-07-31,main,A07AA01,neomycin,5.0,g,O,,,,,
2024-07-31,main,A07AA02,nystatin,1.5,MU,O,,,,,
2024-07-31,main,A07AA03,natamycin,0.3,g,O,,,,,
2024-07-31,main,A07AA04,streptomycin,,,,,,,,
2024-07-31,main,A07AA05,polymyxin B,3.0,MU,O,,,,,
2024-07-31,main,A07AA06,paromomycin,3.0,g,O,,,,,
2024-07-31,main,A07AA07,amphotericin B,0.4,g,O,,,,,
2024-07-31,main,A07AA08,kanamycin,3.0,g,O,,,,,
2024-07-31,main,A07AA09,vancomycin,2.0,g,O,,,,,
2024-07-31,main,A07AA10,colistin,9.0,MU,O,,,,,
2024-07-31,main,A07AA11,rifaximin,0.6,g,O,,,,,
2024-07-31,main,A07AA12,fidaxomicin,0.4,g,O,,,,,
2024-07-31,main,A07AA13,rifamycin,0.8,g,O,as sodium salt,,,,
2024-07-31,main,A07AA51,"neomycin, combinations",,,,,,,,
2024-07-31,main,A07AA54,"streptomycin, combinations",,,,,,,,
2024-07-31,main,A07AB,Sulfonamides,,,,,,,,
2024-07-31,main,A07AB02,phthalylsulfathiazole,9.0,g,O,,,,,
2024-07-31,main,A07AB03,sulfaguanidine,4.0,g,O,,,,,
2024-07-31,main,A07AB04,succinylsulfathiazole,,,,,,,,
2024-07-31,main,A07AC,Imidazole derivatives,,,,,,,,
2024-07-31,main,A07AC01,miconazole,1.0,g,O,,,,,
2024-07-31,main,A07AX,Other intestinal antiinfectives,,,,,,,,
2024-07-31,main,A07AX01,broxyquinoline,,,,,,,,
2024-07-31,main,A07AX02,acetarsol,,,,,,,,
2024-07-31,main,A07AX03,nifuroxazide,0.6,g,O,,,,,
2024-07-31,main,A07AX04,nifurzide,,,,,,,,
2024-07-31,main,A07B,INTESTINAL ADSORBENTS,,,,,,,,
2024-07-31,main,A07BA,Charcoal preparations,,,,,,,,
2024-07-31,main,A07BA01,medicinal charcoal,5.0,g,O,,,,,
2024-07-31,main,A07BA51,"medicinal charcoal, combinations",,,,,,,,
2024-07-31,main,A07BB,Bismuth preparations,,,,,,,,
2024-07-31,main,A07BC,Other intestinal adsorbents,,,,,,,,
2024-07-31,main,A07BC01,pectin,,,,,,,,
2024-07-31,main,A07BC02,kaolin,,,,,,,,
2024-07-31,main,A07BC03,crospovidone,,,,,,,,
2024-07-31,main,A07BC04,attapulgite,,,,,,,,
2024-07-31,main,A07BC05,diosmectite,9.0,g,O,,,,,
2024-07-31,main,A07BC30,combinations,,,,,,,,
2024-07-31,main,A07BC54,"attapulgite, combinations",,,,,,,,
2024-07-31,main,A07C,ELECTROLYTES WITH CARBOHYDRATES,,,,,,,,
2024-07-31,main,A07CA,Oral rehydration salt formulations,,,,,,,,
2024-07-31,main,A07D,ANTIPROPULSIVES,,,,,,,,
2024-07-31,main,A07DA,Antipropulsives,,,,,,,,
2024-07-31,main,A07DA01,diphenoxylate,15.0,mg,O,,,,,
2024-07-31,main,A07DA02,opium,0.1,g,O,,,,,
2024-07-31,main,A07DA03,loperamide,10.0,mg,O,,,,,
2024-07-31,main,A07DA04,difenoxin,,,,,,,,
2024-07-31,main,A07DA05,loperamide oxide,5.0,mg,O,,,,,
2024-07-31,main,A07DA06,eluxadoline,0.2,g,O,,,,,
2024-07-31,main,A07DA52,"morphine, combinations",,,,,,,,
2024-07-31,main,A07DA53,"loperamide, combinations",,,,,,,,
2024-07-31,main,A07E,INTESTINAL ANTIINFLAMMATORY AGENTS,,,,,,,,
2024-07-31,main,A07EA,Corticosteroids acting locally,,,,,,,,
2024-07-31,main,A07EA01,prednisolone,,,,,,,,
2024-07-31,main,A07EA02,hydrocortisone,,,,,,,,
2024-07-31,main,A07EA03,prednisone,,,,,,,,
2024-07-31,main,A07EA04,betamethasone,,,,,,,,
2024-07-31,main,A07EA05,tixocortol,,,,,,,,
2024-07-31,main,A07EA06,budesonide,9.0,mg,O,,,,,
2024-07-31,main,A07EA06,budesonide,1.5,mg,SL,,,,,
2024-07-31,main,A07EA07,beclometasone,,,,,,,,
2024-07-31,main,A07EB,"Antiallergic agents, excl. corticosteroids",,,,,,,,
2024-07-31,main,A07EB01,cromoglicic acid,0.8,g,O,,,,,
2024-07-31,main,A07EC,Aminosalicylic acid and similar agents,,,,,,,,
2024-07-31,main,A07EC01,sulfasalazine,2.0,g,O,,,,,
2024-07-31,main,A07EC01,sulfasalazine,2.0,g,R,,,,,
2024-07-31,main,A07EC02,mesalazine,1.5,g,O,,,,,
2024-07-31,main,A07EC02,mesalazine,1.5,g,R,,,,,
2024-07-31,main,A07EC03,olsalazine,1.0,g,O,,,,,
2024-07-31,main,A07EC04,balsalazide,6.75,g,O,,,,,
2024-07-31,main,A07F,ANTIDIARRHEAL MICROORGANISMS,,,,,,,,
2024-07-31,main,A07FA,Antidiarrheal microorganisms,,,,,,,,
2024-07-31,main,A07FA01,lactic acid producing organisms,,,,,,,,
2024-07-31,main,A07FA02,saccharomyces boulardii,1.0,g,O,,,,,
2024-07-31,main,A07FA03,escherichia coli,,,,,,,,
2024-07-31,main,A07FA51,"lactic acid producing organisms, combinations",,,,,,,,
2024-07-31,main,A07X,OTHER ANTIDIARRHEALS,,,,,,,,
2024-07-31,main,A07XA,Other antidiarrheals,,,,,,,,
2024-07-31,main,A07XA01,albumin tannate,3.0,g,O,,,,,
2024-07-31,main,A07XA02,ceratonia,,,,,,,,
2024-07-31,main,A07XA03,calcium compounds,,,,,,,,
2024-07-31,main,A07XA04,racecadotril,,,,,,,,
2024-07-31,main,A07XA06,crofelemer,,,,,,,,
2024-07-31,main,A07XA51,"albumin tannate, combinations",,,,,,,,
2024-07-31,main,A08,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",,,,,,,,
2024-07-31,main,A08A,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",,,,,,,,
2024-07-31,main,A08AA,Centrally acting antiobesity products,,,,,,,,
2024-07-31,main,A08AA01,phentermine,15.0,mg,O,,,,,
2024-07-31,main,A08AA02,fenfluramine,0.12,g,O,,,,,
2024-07-31,main,A08AA03,amfepramone,75.0,mg,O,,,,,
2024-07-31,main,A08AA04,dexfenfluramine,30.0,mg,O,,,,,
2024-07-31,main,A08AA05,mazindol,1.0,mg,O,,,,,
2024-07-31,main,A08AA06,etilamfetamine,,,,,,,,
2024-07-31,main,A08AA07,cathine,,,,,,,,
2024-07-31,main,A08AA08,clobenzorex,,,,,,,,
2024-07-31,main,A08AA09,mefenorex,,,,,,,,
2024-07-31,main,A08AA10,sibutramine,10.0,mg,O,,,,,
2024-07-31,main,A08AA11,lorcaserin,,,,,,,,
2024-07-31,main,A08AA12,setmelanotide,,,,,,,,
2024-07-31,main,A08AA51,phentermine and topiramate,,,,,,,,
2024-07-31,main,A08AA56,"ephedrine, combinations",,,,,,,,
2024-07-31,main,A08AA62,bupropion and naltrexone,,,,,,,,
2024-07-31,main,A08AB,Peripherally acting antiobesity products,,,,,,,,
2024-07-31,main,A08AB01,orlistat,0.36,g,O,,,,,
2024-07-31,main,A08AX,Other antiobesity drugs,,,,,,,,
2024-07-31,main,A08AX01,rimonabant,20.0,mg,O,,,,,
2024-07-31,main,A09,"DIGESTIVES, INCL. ENZYMES",,,,,,,,
2024-07-31,main,A09A,"DIGESTIVES, INCL. ENZYMES",,,,,,,,
2024-07-31,main,A09AA,Enzyme preparations,,,,,,,,
2024-07-31,main,A09AA01,diastase,,,,,,,,
2024-07-31,main,A09AA02,"multienzymes (lipase, protease etc.)",,,,,,,,
2024-07-31,main,A09AA03,pepsin,,,,,,,,
2024-07-31,main,A09AA04,tilactase,,,,,,,,
2024-07-31,main,A09AB,Acid preparations,,,,,,,,
2024-07-31,main,A09AB01,glutamic acid hydrochloride,1.5,g,O,,,,,
2024-07-31,main,A09AB02,betaine hydrochloride,1.0,g,O,,,,,
2024-07-31,main,A09AB03,hydrochloric acid,,,,,,,,
2024-07-31,main,A09AB04,citric acid,2.0,g,O,,,,,
2024-07-31,main,A09AC,"Enzyme and acid preparations, combinations",,,,,,,,
2024-07-31,main,A09AC01,pepsin and acid preparations,,,,,,,,
2024-07-31,main,A09AC02,multienzymes and acid preparations,,,,,,,,
2024-07-31,main,A10,DRUGS USED IN DIABETES,,,,,,,,
2024-07-31,main,A10A,INSULINS AND ANALOGUES,,,,,,,,
2024-07-31,main,A10AB,"Insulins and analogues for injection, fast-acting",,,,,,,,
2024-07-31,main,A10AB01,insulin (human),40.0,U,P,,,,,
2024-07-31,main,A10AB02,insulin (beef),40.0,U,P,,,,,
2024-07-31,main,A10AB03,insulin (pork),40.0,U,P,,,,,
2024-07-31,main,A10AB04,insulin lispro,40.0,U,P,,,,,
2024-07-31,main,A10AB05,insulin aspart,40.0,U,P,,,,,
2024-07-31,main,A10AB06,insulin glulisine,40.0,U,P,,,,,
2024-07-31,main,A10AB30,combinations,40.0,U,P,,,,,
2024-07-31,main,A10AC,"Insulins and analogues for injection, intermediate-acting",,,,,,,,
2024-07-31,main,A10AC01,insulin (human),40.0,U,P,,,,,
2024-07-31,main,A10AC02,insulin (beef),40.0,U,P,,,,,
2024-07-31,main,A10AC03,insulin (pork),40.0,U,P,,,,,
2024-07-31,main,A10AC04,insulin lispro,40.0,U,P,,,,,
2024-07-31,main,A10AC30,combinations,40.0,U,P,,,,,
2024-07-31,main,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",,,,,,,,
2024-07-31,main,A10AD01,insulin (human),40.0,U,P,,,,,
2024-07-31,main,A10AD02,insulin (beef),40.0,U,P,,,,,
2024-07-31,main,A10AD03,insulin (pork),40.0,U,P,,,,,
2024-07-31,main,A10AD04,insulin lispro,40.0,U,P,,,,,
2024-07-31,main,A10AD05,insulin aspart,40.0,U,P,,,,,
2024-07-31,main,A10AD06,insulin degludec and insulin aspart,40.0,U,P,,,,,
2024-07-31,main,A10AD30,combinations,40.0,U,P,,,,,
2024-07-31,main,A10AE,"Insulins and analogues for injection, long-acting",,,,,,,,
2024-07-31,main,A10AE01,insulin (human),40.0,U,P,,,,,
2024-07-31,main,A10AE02,insulin (beef),40.0,U,P,,,,,
2024-07-31,main,A10AE03,insulin (pork),40.0,U,P,,,,,
2024-07-31,main,A10AE04,insulin glargine,40.0,U,P,,,,,
2024-07-31,main,A10AE05,insulin detemir,40.0,U,P,,,,,
2024-07-31,main,A10AE06,insulin degludec,40.0,U,P,,,,,
2024-07-31,main,A10AE07,insulin icodec,,,,,,,,
2024-07-31,main,A10AE30,combinations,40.0,U,P,,,,,
2024-07-31,main,A10AE54,insulin glargine and lixisenatide,40.0,U,P,Refers to insulin glargine,,,,
2024-07-31,main,A10AE56,insulin degludec and liraglutide,40.0,U,P,Refers to insulin degludec,,,,
2024-07-31,main,A10AF,Insulins and analogues for inhalation,,,,,,,,
2024-07-31,main,A10AF01,insulin (human),40.0,U,P,,,,,
2024-07-31,main,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",,,,,,,,
2024-07-31,main,A10BA,Biguanides,,,,,,,,
2024-07-31,main,A10BA01,phenformin,0.1,g,O,,,,,
2024-07-31,main,A10BA02,metformin,2.0,g,O,,,,,
2024-07-31,main,A10BA03,buformin,0.2,g,O,,,,,
2024-07-31,main,A10BB,Sulfonylureas,,,,,,,,
2024-07-31,main,A10BB01,glibenclamide,7.0,mg,O,microcryst.substance,,,,
2024-07-31,main,A10BB01,glibenclamide,10.0,mg,O,,,,,
2024-07-31,main,A10BB02,chlorpropamide,0.375,g,O,,,,,
2024-07-31,main,A10BB03,tolbutamide,1.5,g,O,,,,,
2024-07-31,main,A10BB04,glibornuride,38.0,mg,O,,,,,
2024-07-31,main,A10BB05,tolazamide,0.5,g,O,,,,,
2024-07-31,main,A10BB06,carbutamide,0.75,g,O,,,,,
