nhi_code,tfda_permit_no,input_text,ocr_text,confidence,status,review_notes
A000506100,衛署藥製字第000506號,NIACINAMIDE (=NICOTINAMIDE) 50 MG+CALCIUM PHOSPHATE DIBASIC 50 MG+VITAMIN A (PALMITATE) 2500 IU+THIAMINE MONONITRATE 10 MG+RIBOFLAVIN (=VIT B2) 5 MG+PYRIDOXINE HCL 5 MG,CALCIUM PHOSPHATE DIBASIC ;; NICOTINAMIDE ;; THIAMINE MONONITRATE ;; VITAMIN A AND VITAMIN D ;; CYANOCOBALAMIN (VIT B12) ;; PYRIDOXINE(VITAMIN B6) ;; ASCORBIC ACID ALC ;; RIBOFLAVIN (VIT B2) ;; PANTOTHENATE (CALCIUM),0.2307692307692307692307692308,pending,NHI ingredients: NIACINAMIDE (=NICOTINAMIDE) 50 MG+CALCIUM PHOSPHATE DIBASIC 50 MG+VITAMIN A (PALMITATE) 2500 IU+THIAMINE MONONITRATE 10 MG+RIBOFLAVIN (=VIT B2) 5 MG+PYRIDOXINE HCL 5 MG; TFDA ingredients: CALCIUM PHOSPHATE DIBASIC ;; NICOTINAMIDE ;; THIAMINE MONONITRATE ;; VITAMIN A AND VITAMIN D ;; CYANOCOBALAMIN (VIT B12) ;; PYRIDOXINE(VITAMIN B6) ;; ASCORBIC ACID ALC ;; RIBOFLAVIN (VIT B2) ;; PANTOTHENATE (CALCIUM)
A000706109,衛署藥製字第000706號,HOMATROPINE METHYLBROMIDE 2 MG/GM+MAGNESIUM ALUMINUM HYDROXIDE  MONOHYDRATE 400 MG/GM+MAGNESIUM TRISILICATE 300 MG/GM,HOMATROPINE METHYLBROMIDE ;; MAGNESIUM TRISILICATE ;; ALUMINUM MAGNESIUM HYDRATE,0.5,pending,NHI ingredients: HOMATROPINE METHYLBROMIDE 2 MG/GM+MAGNESIUM ALUMINUM HYDROXIDE  MONOHYDRATE 400 MG/GM+MAGNESIUM TRISILICATE 300 MG/GM; TFDA ingredients: HOMATROPINE METHYLBROMIDE ;; MAGNESIUM TRISILICATE ;; ALUMINUM MAGNESIUM HYDRATE
A000862100,衛署藥製字第000862號,SODIUM BICARBONATE 200 MG+MAGNESIUM OXIDE HEAVY 70 MG,SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE) ;; SCOPOLIA EXTRACT ;; CALCIUM CARBONATE PRECIPITATE (EQ TO PRECIPITATED CALCIUM CARBONATE) ;; MAGNESIUM OXIDE HEAVY,0.3333333333333333333333333333,pending,NHI ingredients: SODIUM BICARBONATE 200 MG+MAGNESIUM OXIDE HEAVY 70 MG; TFDA ingredients: SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE) ;; SCOPOLIA EXTRACT ;; CALCIUM CARBONATE PRECIPITATE (EQ TO PRECIPITATED CALCIUM CARBONATE) ;; MAGNESIUM OXIDE HEAVY
A001208100,衛署藥製字第001208號,CARBETAPENTANE CITRATE 25 MG,CARBETAPENTANE CITRATE (eq to Pentoxyverine Citrate),0.5,pending,NHI ingredients: CARBETAPENTANE CITRATE 25 MG; TFDA ingredients: CARBETAPENTANE CITRATE (eq to Pentoxyverine Citrate)
A001353100,衛署藥製字第001353號,PYRIDOXINE HCL 1 MG+NIACINAMIDE (=NICOTINAMIDE) 15 MG+RIBOFLAVIN (=VIT B2) 2 MG+CYANOCOBALAMIN (=VIT B12) 5 MG+INOSITOL (=MESO-INOSITOL) 5 MG+ASCORBIC ACID (=VIT C) 10 MG,NIACINAMIDE (NICOTINAMIDE) ;; PYRIDOXINE HCL ;; ASCORBIC ACID (VIT C) ;; INOSITOL (MESO-INOSITOL) ;; THIOCTIC ACID AMIDE (THIOCTAMIDE) ;; RIBOFLAVIN (VIT B2) ;; THIAMINE MONONITRATE ;; PANTOTHENATE CALCIUM ;; OROTIC ACID (VIT B13) ;; CYANOCOBALAMIN (VIT B12) ;; HYDROCHLORIC ACID,0.5454545454545454545454545455,pending,NHI ingredients: PYRIDOXINE HCL 1 MG+NIACINAMIDE (=NICOTINAMIDE) 15 MG+RIBOFLAVIN (=VIT B2) 2 MG+CYANOCOBALAMIN (=VIT B12) 5 MG+INOSITOL (=MESO-INOSITOL) 5 MG+ASCORBIC ACID (=VIT C) 10 MG; TFDA ingredients: NIACINAMIDE (NICOTINAMIDE) ;; PYRIDOXINE HCL ;; ASCORBIC ACID (VIT C) ;; INOSITOL (MESO-INOSITOL) ;; THIOCTIC ACID AMIDE (THIOCTAMIDE) ;; RIBOFLAVIN (VIT B2) ;; THIAMINE MONONITRATE ;; PANTOTHENATE CALCIUM ;; OROTIC ACID (VIT B13) ;; CYANOCOBALAMIN (VIT B12) ;; HYDROCHLORIC ACID
A0016241G0,衛署藥製字第001624號,GLYCYRRHIZA EXTRACT .48 ML+OPIUM 2.5 MG+CAMPHOR 1.5 MG,GLYCYRRHIZA EXTRACT ;; OPIUM POWDER,0.25,pending,NHI ingredients: GLYCYRRHIZA EXTRACT .48 ML+OPIUM 2.5 MG+CAMPHOR 1.5 MG; TFDA ingredients: GLYCYRRHIZA EXTRACT ;; OPIUM POWDER
A001782100,衛署藥製字第001782號,CARBETAPENTANE CITRATE 25 MG,CARBETAPENTANE CITRATE (eq to Pentoxyverine Citrate),0.5,pending,NHI ingredients: CARBETAPENTANE CITRATE 25 MG; TFDA ingredients: CARBETAPENTANE CITRATE (eq to Pentoxyverine Citrate)
A001799100,衛署藥製字第001799號,BUTYLSCOPOLAMINE BROMIDE (=HYOSCINE BUTYLBROMIDE) 2 MG+DICYCLOMINE HCL 2 MG+CHLORDIAZEPOXIDE (HCL) 5 MG+MAGNESIUM ALUMINUM HYDROXIDE CO-DRIED GEL 350 MG+MAGNESIUM OXIDE 40 MG+CHLOROPHYLL SODIUM COPPER 3 MG,MAGNESIUM ALUMINUM HYDROXIDE CO-DRIED GEL ;; BUTYLSCOPOLAMINE BROMIDE (EQ TO HYOSCINE-N-BUTYLBROMIDE) ;; SODIUM COPPER CHLOROPHYLLIN ;; CHLORDIAZEPOXIDE HCL ;; SYNTHETIC ALUMINUM SILICATE ;; MAGNESIUM OXIDE ;; DICYCLOMINE HCL,0.5555555555555555555555555556,pending,NHI ingredients: BUTYLSCOPOLAMINE BROMIDE (=HYOSCINE BUTYLBROMIDE) 2 MG+DICYCLOMINE HCL 2 MG+CHLORDIAZEPOXIDE (HCL) 5 MG+MAGNESIUM ALUMINUM HYDROXIDE CO-DRIED GEL 350 MG+MAGNESIUM OXIDE 40 MG+CHLOROPHYLL SODIUM COPPER 3 MG; TFDA ingredients: MAGNESIUM ALUMINUM HYDROXIDE CO-DRIED GEL ;; BUTYLSCOPOLAMINE BROMIDE (EQ TO HYOSCINE-N-BUTYLBROMIDE) ;; SODIUM COPPER CHLOROPHYLLIN ;; CHLORDIAZEPOXIDE HCL ;; SYNTHETIC ALUMINUM SILICATE ;; MAGNESIUM OXIDE ;; DICYCLOMINE HCL
A001923229,衛署藥製字第001923號,CALCIUM GLUCONATE 100 MG/ML,CALCIUM GLUCONATE MONOHYDRATE,0,pending,NHI ingredients: CALCIUM GLUCONATE 100 MG/ML; TFDA ingredients: CALCIUM GLUCONATE MONOHYDRATE
A002076100,衛署藥製字第002076號,ETHAMBUTOL 250 MG,ETHAMBUTOL HCL,0,pending,NHI ingredients: ETHAMBUTOL 250 MG; TFDA ingredients: ETHAMBUTOL HCL
A002321212,衛署藥製字第002321號,HYOSCYAMINE HYDROBROMIDE 10 MG/ML,BUTYLSCOPOLAMINE BROMIDE (EQ TO HYOSCINE-N-BUTYLBROMIDE),0,pending,NHI ingredients: HYOSCYAMINE HYDROBROMIDE 10 MG/ML; TFDA ingredients: BUTYLSCOPOLAMINE BROMIDE (EQ TO HYOSCINE-N-BUTYLBROMIDE)
A002581265,衛署藥製字第002581號,TRYPTOPHAN L- .96 MG/ML+ARGININE HCL L- 3 MG/ML+HISTIDINE L- HCL 2H2O 1.5 MG/ML+VALINE L- 2.88 MG/ML+GLYCINE (=AMINOACETIC ACID)(=GLYCOCOLL) 4.47 MG/ML+SORBITOL (=KARION) 50 MG/ML,LYSINE L- HCL ( EQ TO L-LYSINE HCL) ;; L-TRYPTOPHAN ;; L-LEUCINE ;; GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL) ;; L-METHIONINE ;; ARGININE HCL L- ;; L-THREONINE ;; L-HISTIDINE HYDROCHLORIDE MONOHYDRATE ;; L-ISOLEUCINE ;; L-PHENYLALANINE ;; SORBITOL D- ;; L-VALINE,0.2666666666666666666666666667,pending,NHI ingredients: TRYPTOPHAN L- .96 MG/ML+ARGININE HCL L- 3 MG/ML+HISTIDINE L- HCL 2H2O 1.5 MG/ML+VALINE L- 2.88 MG/ML+GLYCINE (=AMINOACETIC ACID)(=GLYCOCOLL) 4.47 MG/ML+SORBITOL (=KARION) 50 MG/ML; TFDA ingredients: LYSINE L- HCL ( EQ TO L-LYSINE HCL) ;; L-TRYPTOPHAN ;; L-LEUCINE ;; GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL) ;; L-METHIONINE ;; ARGININE HCL L- ;; L-THREONINE ;; L-HISTIDINE HYDROCHLORIDE MONOHYDRATE ;; L-ISOLEUCINE ;; L-PHENYLALANINE ;; SORBITOL D- ;; L-VALINE
A002581277,衛署藥製字第002581號,ARGININE HCL L- 3 MG/ML+HISTIDINE L- HCL 2H2O 1.5 MG/ML+VALINE L- 2.88 MG/ML+GLYCINE (=AMINOACETIC ACID)(=GLYCOCOLL) 4.47 MG/ML+SORBITOL (=KARION) 50 MG/ML,LYSINE L- HCL ( EQ TO L-LYSINE HCL) ;; L-TRYPTOPHAN ;; L-LEUCINE ;; GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL) ;; L-METHIONINE ;; ARGININE HCL L- ;; L-THREONINE ;; L-HISTIDINE HYDROCHLORIDE MONOHYDRATE ;; L-ISOLEUCINE ;; L-PHENYLALANINE ;; SORBITOL D- ;; L-VALINE,0.2,pending,NHI ingredients: ARGININE HCL L- 3 MG/ML+HISTIDINE L- HCL 2H2O 1.5 MG/ML+VALINE L- 2.88 MG/ML+GLYCINE (=AMINOACETIC ACID)(=GLYCOCOLL) 4.47 MG/ML+SORBITOL (=KARION) 50 MG/ML; TFDA ingredients: LYSINE L- HCL ( EQ TO L-LYSINE HCL) ;; L-TRYPTOPHAN ;; L-LEUCINE ;; GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL) ;; L-METHIONINE ;; ARGININE HCL L- ;; L-THREONINE ;; L-HISTIDINE HYDROCHLORIDE MONOHYDRATE ;; L-ISOLEUCINE ;; L-PHENYLALANINE ;; SORBITOL D- ;; L-VALINE
A002667100,衛署藥製字第002667號,NORETHINDRONE ACETATE 5 MG,NORETHINDRONE ACETATE (NORETHISTERONE ACETATE),0.5,pending,NHI ingredients: NORETHINDRONE ACETATE 5 MG; TFDA ingredients: NORETHINDRONE ACETATE (NORETHISTERONE ACETATE)
A002874100,衛署藥製字第002874號,PHYTOMENADIONE (=VIT K1) 5 MG,RIBOFLAVIN (VIT B2) ;; PHYTOMENADIONE(VIT K1),0.5,pending,NHI ingredients: PHYTOMENADIONE (=VIT K1) 5 MG; TFDA ingredients: RIBOFLAVIN (VIT B2) ;; PHYTOMENADIONE(VIT K1)
A002921100,衛署藥製字第002921號,OROTIC ACID (=VIT B13) 30 MG+CHLORPHENIRAMINE MALEATE 5 MG+GLYCYRRHIZIC ACID (=GLYCYRRHETINIC ACID GLYCOSIDE) 50 MG,CHLORPHENIRAMINE MALEATE ;; GLYCYRRHIZINIC ACID (EQ TO GLYCYRRHETINIC ACID GLYCOSIDE)(EQ TO GLYCYRRHIZIC ACID ) ;; OROTIC ACID (VIT B13),0.5,pending,NHI ingredients: OROTIC ACID (=VIT B13) 30 MG+CHLORPHENIRAMINE MALEATE 5 MG+GLYCYRRHIZIC ACID (=GLYCYRRHETINIC ACID GLYCOSIDE) 50 MG; TFDA ingredients: CHLORPHENIRAMINE MALEATE ;; GLYCYRRHIZINIC ACID (EQ TO GLYCYRRHETINIC ACID GLYCOSIDE)(EQ TO GLYCYRRHIZIC ACID ) ;; OROTIC ACID (VIT B13)
A002994100,衛署藥製字第002994號,OROTIC ACID (=VIT B13) 60 MG+CHLORPHENIRAMINE MALEATE 5 MG+GLYCYRRHIZIC ACID (=GLYCYRRHETINIC ACID GLYCOSIDE) 100 MG,GLYCYRRHIZINIC ACID (EQ TO GLYCYRRHETINIC ACID GLYCOSIDE)(EQ TO GLYCYRRHIZIC ACID ) ;; OROTIC ACID (VIT B13) ;; CHLORPHENIRAMINE MALEATE,0.5,pending,NHI ingredients: OROTIC ACID (=VIT B13) 60 MG+CHLORPHENIRAMINE MALEATE 5 MG+GLYCYRRHIZIC ACID (=GLYCYRRHETINIC ACID GLYCOSIDE) 100 MG; TFDA ingredients: GLYCYRRHIZINIC ACID (EQ TO GLYCYRRHETINIC ACID GLYCOSIDE)(EQ TO GLYCYRRHIZIC ACID ) ;; OROTIC ACID (VIT B13) ;; CHLORPHENIRAMINE MALEATE
A003160238,衛署藥輸字第003160號,SODIUM SALICYLATE 700 MG+PYRABITAL (=AMINOPYRINE+BARBITAL) 150 MG+CAFFEINE SODIUM BENZOATE 50 MG,MAGNESIUM CHLORIDE HEXAHYDRATE (EQ TO MAGNESIUM CHLORIDE 6H2O) ;; SODIUM CHLORIDE ;; DEXTRANS 75000 ;; CALCIUM CHLORIDE DIHYDRATE ;; POTASSIUM CHLORIDE ;; SODIUM LACTATE,0,pending,NHI ingredients: SODIUM SALICYLATE 700 MG+PYRABITAL (=AMINOPYRINE+BARBITAL) 150 MG+CAFFEINE SODIUM BENZOATE 50 MG; TFDA ingredients: MAGNESIUM CHLORIDE HEXAHYDRATE (EQ TO MAGNESIUM CHLORIDE 6H2O) ;; SODIUM CHLORIDE ;; DEXTRANS 75000 ;; CALCIUM CHLORIDE DIHYDRATE ;; POTASSIUM CHLORIDE ;; SODIUM LACTATE
A003241100,衛署藥製字第003241號,PHENYLPROPANOLAMINE HCL (=DL-NOREPHEDRINE HCL) 25 MG,DEXTROMETHORPHAN HBR ;; ACETAMINOPHEN (EQ TO PARACETAMOL) ;; CHLORPHENIRAMINE MALEATE ;; PSEUDOEPHEDRINE HCL,0,pending,NHI ingredients: PHENYLPROPANOLAMINE HCL (=DL-NOREPHEDRINE HCL) 25 MG; TFDA ingredients: DEXTROMETHORPHAN HBR ;; ACETAMINOPHEN (EQ TO PARACETAMOL) ;; CHLORPHENIRAMINE MALEATE ;; PSEUDOEPHEDRINE HCL
A003244100,衛署藥製字第003244號,PROCHLORPERAZINE ((DI)MALEATE) 5 MG,PROCHLORPERAZINE MALEATE,0,pending,NHI ingredients: PROCHLORPERAZINE ((DI)MALEATE) 5 MG; TFDA ingredients: PROCHLORPERAZINE MALEATE
A003311100,衛署藥製字第003311號,DIASTASE 120 MG+PANCREATIN (=DIASTASE VERA) 120 MG+PEPSIN SACCHARATED 60 MG,PANCREATIN (DIASTASE VERA) ;; LIPASE ;; PEPSIN SACCHARATED,0.5,pending,NHI ingredients: DIASTASE 120 MG+PANCREATIN (=DIASTASE VERA) 120 MG+PEPSIN SACCHARATED 60 MG; TFDA ingredients: PANCREATIN (DIASTASE VERA) ;; LIPASE ;; PEPSIN SACCHARATED
A003318100,衛署藥製字第003318號,METOCLOPRAMIDE (2HCL MONOHYDRATE) 3.84 MG,METOCLOPRAMIDE ( HCL H2O),0.3333333333333333333333333333,pending,NHI ingredients: METOCLOPRAMIDE (2HCL MONOHYDRATE) 3.84 MG; TFDA ingredients: METOCLOPRAMIDE ( HCL H2O)
A0033181G0,衛署藥製字第003318號,METOCLOPRAMIDE (2HCL MONOHYDRATE) 3.84 MG,METOCLOPRAMIDE ( HCL H2O),0.3333333333333333333333333333,pending,NHI ingredients: METOCLOPRAMIDE (2HCL MONOHYDRATE) 3.84 MG; TFDA ingredients: METOCLOPRAMIDE ( HCL H2O)
A003386209,衛署藥製字第003386號,TRIAMCINOLONE (ACETONIDE) 40 MG/ML,TRIAMCINOLONE ACETONIDE,0,pending,NHI ingredients: TRIAMCINOLONE (ACETONIDE) 40 MG/ML; TFDA ingredients: TRIAMCINOLONE ACETONIDE
A003386212,衛署藥製字第003386號,TRIAMCINOLONE (ACETONIDE) 40 MG/ML,TRIAMCINOLONE ACETONIDE,0,pending,NHI ingredients: TRIAMCINOLONE (ACETONIDE) 40 MG/ML; TFDA ingredients: TRIAMCINOLONE ACETONIDE
A003386221,衛署藥製字第003386號,TRIAMCINOLONE (ACETONIDE) 40 MG/ML,TRIAMCINOLONE ACETONIDE,0,pending,NHI ingredients: TRIAMCINOLONE (ACETONIDE) 40 MG/ML; TFDA ingredients: TRIAMCINOLONE ACETONIDE
A003386229,衛署藥製字第003386號,TRIAMCINOLONE (ACETONIDE) 40 MG/ML,TRIAMCINOLONE ACETONIDE,0,pending,NHI ingredients: TRIAMCINOLONE (ACETONIDE) 40 MG/ML; TFDA ingredients: TRIAMCINOLONE ACETONIDE
A003446221,衛署藥製字第003446號,TRIAMCINOLONE (ACETONIDE) 10 MG/ML,TRIAMCINOLONE ACETONIDE,0,pending,NHI ingredients: TRIAMCINOLONE (ACETONIDE) 10 MG/ML; TFDA ingredients: TRIAMCINOLONE ACETONIDE
A003468209,衛署藥製字第003468號,RESERPINE .5 MG/ML,GLUCOSE ;; RESERPINE,0.5,pending,NHI ingredients: RESERPINE .5 MG/ML; TFDA ingredients: GLUCOSE ;; RESERPINE
A003468212,衛署藥製字第003468號,RESERPINE .5 MG/ML,GLUCOSE ;; RESERPINE,0.5,pending,NHI ingredients: RESERPINE .5 MG/ML; TFDA ingredients: GLUCOSE ;; RESERPINE
A003551100,衛署藥製字第003551號,PIPERILATE(=PIPETHANATE) HCL (=PENSANTE) 3 MG+HISTIDINE L- HCL (= HISTIDINE L- CHLORIDE) 30 MG+MAGNESIUM ALUMINUM METASILICATE (=NEUSILIN) 290 MG+GLYCYRRHETATE SODIUM 40 MG,HISTIDINE L- HCL (EQ TO L-HISTIDINE HYDROCHLORIDE) ;; PIPERILATE HCL (PIPETHANATE HYDROCHLORIDE) ;; MAGNESIUM ALUMINUM METASILICATE (NEUSILIN) ;; GLYCYRRHETATE SODIUM,0.5,pending,NHI ingredients: PIPERILATE(=PIPETHANATE) HCL (=PENSANTE) 3 MG+HISTIDINE L- HCL (= HISTIDINE L- CHLORIDE) 30 MG+MAGNESIUM ALUMINUM METASILICATE (=NEUSILIN) 290 MG+GLYCYRRHETATE SODIUM 40 MG; TFDA ingredients: HISTIDINE L- HCL (EQ TO L-HISTIDINE HYDROCHLORIDE) ;; PIPERILATE HCL (PIPETHANATE HYDROCHLORIDE) ;; MAGNESIUM ALUMINUM METASILICATE (NEUSILIN) ;; GLYCYRRHETATE SODIUM
A003552212,衛署藥製字第003552號,METOCLOPRAMIDE (HCL MONOHYDRATE RESINATE) 3.84 MG/ML,METOCLOPRAMIDE HCL MONOHYDRATE,0,pending,NHI ingredients: METOCLOPRAMIDE (HCL MONOHYDRATE RESINATE) 3.84 MG/ML; TFDA ingredients: METOCLOPRAMIDE HCL MONOHYDRATE
A003684100,內衛藥製字第003684號,PROSULTIAMINE (=THIAMINE PROPYL DISULFIDE) 50 MG+RIBOFLAVIN (=VIT B2) 5 MG,SOYBEAN OIL ( EQ TO SOYA BEAN OIL) ;; CRESOL,0,pending,NHI ingredients: PROSULTIAMINE (=THIAMINE PROPYL DISULFIDE) 50 MG+RIBOFLAVIN (=VIT B2) 5 MG; TFDA ingredients: SOYBEAN OIL ( EQ TO SOYA BEAN OIL) ;; CRESOL
A003697417,衛署藥製字第003697號,TETRACYCLINE HCL 10 MG/GM,TETRACYCLINE (HCL),0.5,pending,NHI ingredients: TETRACYCLINE HCL 10 MG/GM; TFDA ingredients: TETRACYCLINE (HCL)
A003715271,衛署藥製字第003715號,LEUCOMYCIN (TRIACETYL) 400 MG,LEUCOMYCIN TARTRATE,0,pending,NHI ingredients: LEUCOMYCIN (TRIACETYL) 400 MG; TFDA ingredients: LEUCOMYCIN TARTRATE
A004044100,衛署藥製字第004044號,THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 50 MG,THIAMINE HYDROCHLORIDE,0,pending,NHI ingredients: THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 50 MG; TFDA ingredients: THIAMINE HYDROCHLORIDE
A004048221,衛署藥製字第004048號,TRIAMCINOLONE (ACETONIDE) 10 MG/ML,TRIAMCINOLONE ACETONIDE,0,pending,NHI ingredients: TRIAMCINOLONE (ACETONIDE) 10 MG/ML; TFDA ingredients: TRIAMCINOLONE ACETONIDE
A004049221,衛署藥製字第004049號,TRIAMCINOLONE (ACETONIDE) 40 MG/ML,TRIAMCINOLONE ACETONIDE,0,pending,NHI ingredients: TRIAMCINOLONE (ACETONIDE) 40 MG/ML; TFDA ingredients: TRIAMCINOLONE ACETONIDE
A004068429,衛署藥製字第004068號,SODIUM CHLORIDE 5.5 MG/ML+POTASSIUM CHLORIDE 1.6 MG/ML+SODIUM PHOSPHATE MONOBASIC (=MONOSODIUM PHOSPHATE) 1.8 MG/ML+BENZALKONIUM CHLORIDE .05 MG/ML+BORIC ACID .01 MG/ML+THIMEROSAL (=SODIUM ETHYLMERCURITHIOSALICYLATE) 0 MG/ML,SODIUM CHLORIDE ;; POTASSIUM CHLORIDE ;; BORIC ACID ;; SODIUM CARBONATE ANHYDROUS ;; SODIUM PHOSPHATE MONOBASIC (EQ TO MONOSODIUM PHOSPHATE)(EQ TO SODIUM DIHYDROGEN PHOSPHATE),0.5,pending,NHI ingredients: SODIUM CHLORIDE 5.5 MG/ML+POTASSIUM CHLORIDE 1.6 MG/ML+SODIUM PHOSPHATE MONOBASIC (=MONOSODIUM PHOSPHATE) 1.8 MG/ML+BENZALKONIUM CHLORIDE .05 MG/ML+BORIC ACID .01 MG/ML+THIMEROSAL (=SODIUM ETHYLMERCURITHIOSALICYLATE) 0 MG/ML; TFDA ingredients: SODIUM CHLORIDE ;; POTASSIUM CHLORIDE ;; BORIC ACID ;; SODIUM CARBONATE ANHYDROUS ;; SODIUM PHOSPHATE MONOBASIC (EQ TO MONOSODIUM PHOSPHATE)(EQ TO SODIUM DIHYDROGEN PHOSPHATE)
A004176100,衛署藥製字第004176號,THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 2 MG+NIACINAMIDE (=NICOTINAMIDE) 20 MG+RIBOFLAVIN (=VIT B2) 3 MG,THIAMINE HYDROCHLORIDE ;; RIBOFLAVIN (VIT B2) ;; NIACINAMIDE (NICOTINAMIDE),0.5,pending,NHI ingredients: THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 2 MG+NIACINAMIDE (=NICOTINAMIDE) 20 MG+RIBOFLAVIN (=VIT B2) 3 MG; TFDA ingredients: THIAMINE HYDROCHLORIDE ;; RIBOFLAVIN (VIT B2) ;; NIACINAMIDE (NICOTINAMIDE)
A004200100,衛署藥製字第004200號,OROTIC ACID (=VIT B13) 30 MG+CHLORPHENIRAMINE MALEATE 5 MG+GLYCYRRHIZIC ACID (=GLYCYRRHETINIC ACID GLYCOSIDE) 50 MG,OROTIC ACID (VIT B13) ;; CHLORPHENIRAMINE MALEATE ;; GLYCYRRHIZINIC ACID (EQ TO GLYCYRRHETINIC ACID GLYCOSIDE)(EQ TO GLYCYRRHIZIC ACID ),0.5,pending,NHI ingredients: OROTIC ACID (=VIT B13) 30 MG+CHLORPHENIRAMINE MALEATE 5 MG+GLYCYRRHIZIC ACID (=GLYCYRRHETINIC ACID GLYCOSIDE) 50 MG; TFDA ingredients: OROTIC ACID (VIT B13) ;; CHLORPHENIRAMINE MALEATE ;; GLYCYRRHIZINIC ACID (EQ TO GLYCYRRHETINIC ACID GLYCOSIDE)(EQ TO GLYCYRRHIZIC ACID )
A004211100,衛署藥製字第004211號,PYRIDOXINE HCL 2 MG+VITAMIN A ACETATE 4000 IU+NIACINAMIDE (=NICOTINAMIDE) 20 MG+THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 2 MG+RIBOFLAVIN (=VIT B2) 2 MG+CYANOCOBALAMIN (=VIT B12) 5 MCG,THIAMINE HYDROCHLORIDE ;; PANTOTHENATE CALCIUM ;; CYANOCOBALAMIN (VIT B12) ;; VITAMIN A ;; RIBOFLAVIN (VIT B2) ;; ASCORBIC ACID (VIT C) ;; TOCOPHEROL ALPHA DL- (EQ TO DL-ALPHA TOCOPHEROL) ;; VITAMIN D ;; PYRIDOXINE HCL ;; NIACINAMIDE (NICOTINAMIDE),0.3333333333333333333333333333,pending,NHI ingredients: PYRIDOXINE HCL 2 MG+VITAMIN A ACETATE 4000 IU+NIACINAMIDE (=NICOTINAMIDE) 20 MG+THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 2 MG+RIBOFLAVIN (=VIT B2) 2 MG+CYANOCOBALAMIN (=VIT B12) 5 MCG; TFDA ingredients: THIAMINE HYDROCHLORIDE ;; PANTOTHENATE CALCIUM ;; CYANOCOBALAMIN (VIT B12) ;; VITAMIN A ;; RIBOFLAVIN (VIT B2) ;; ASCORBIC ACID (VIT C) ;; TOCOPHEROL ALPHA DL- (EQ TO DL-ALPHA TOCOPHEROL) ;; VITAMIN D ;; PYRIDOXINE HCL ;; NIACINAMIDE (NICOTINAMIDE)
A004223100,衛署藥製字第004223號,SULFIRAME(=MONOSULFIRAM) 500 MG,SULFAMETHOXAZOLE,0,pending,NHI ingredients: SULFIRAME(=MONOSULFIRAM) 500 MG; TFDA ingredients: SULFAMETHOXAZOLE
A004347209,衛署藥製字第004347號,PHYTOMENADIONE (=VIT K1) 10 MG/ML,Phytonadione,0,pending,NHI ingredients: PHYTOMENADIONE (=VIT K1) 10 MG/ML; TFDA ingredients: Phytonadione
A004414100,衛署藥製字第004414號,THIAMINE (=VITAMIN B1) 50 MG+VITAMIN B2 FROM YEAST CONC. 5 MG,PROSULTIAMINE (THIAMINE PROPYL DISULFIDE) ;; RIBOFLAVIN (VIT B2),0,pending,NHI ingredients: THIAMINE (=VITAMIN B1) 50 MG+VITAMIN B2 FROM YEAST CONC. 5 MG; TFDA ingredients: PROSULTIAMINE (THIAMINE PROPYL DISULFIDE) ;; RIBOFLAVIN (VIT B2)
A004491417,衛署藥製字第004491號,ERYTHROMYCIN LACTOBIONATE 5 MG/GM+COLISTIN SODIUM METHANESULFONATE 5 MG/GM,ERYTHROMYCIN (LACTOBIONATE) ;; COLISTIN (METHASULFANATE SODIUM),0,pending,NHI ingredients: ERYTHROMYCIN LACTOBIONATE 5 MG/GM+COLISTIN SODIUM METHANESULFONATE 5 MG/GM; TFDA ingredients: ERYTHROMYCIN (LACTOBIONATE) ;; COLISTIN (METHASULFANATE SODIUM)
A004492421,衛署藥製字第004492號,ERYTHROMYCIN LACTOBIONATE 5 MG/GM+COLISTIN SODIUM METHANESULFONATE (=COLISTIMETHATE SOD.) 5 MG/GM,COLISTIMETHATE (SODIUM) ;; ERYTHROMYCIN (LACTOBIONATE),0,pending,NHI ingredients: ERYTHROMYCIN LACTOBIONATE 5 MG/GM+COLISTIN SODIUM METHANESULFONATE (=COLISTIMETHATE SOD.) 5 MG/GM; TFDA ingredients: COLISTIMETHATE (SODIUM) ;; ERYTHROMYCIN (LACTOBIONATE)
