nhi_code,tfda_permit_no,input_text,ocr_text,confidence,status,review_notes
A004495238,衛署藥製字第004495號,PHENYLALANINE L- .87 ％(W/V)+METHIONINE L- .71 (W/V)+THREONINE L- .54 (W/V)+TRYPTOPHAN L- .18 (W/V)+VALINE L- .61 (W/V)+GLYCINE (=AMINOACETIC ACID)(=GLYCOCOLL) 1 (W/V),GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL) ;; L-ISOLEUCINE ;; L-METHIONINE ;; SORBITOL ;; LYSINE L- HCL 2H2O ;; L-PHENYLALANINE ;; ARGININE HCL L- ;; L-VALINE ;; L-TRYPTOPHAN ;; L-THREONINE ;; L-LEUCINE ;; HISTIDINE L- HCL MONOHYDRATE,0.4615384615384615384615384615,pending,NHI ingredients: PHENYLALANINE L- .87 ％(W/V)+METHIONINE L- .71 (W/V)+THREONINE L- .54 (W/V)+TRYPTOPHAN L- .18 (W/V)+VALINE L- .61 (W/V)+GLYCINE (=AMINOACETIC ACID)(=GLYCOCOLL) 1 (W/V); TFDA ingredients: GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL) ;; L-ISOLEUCINE ;; L-METHIONINE ;; SORBITOL ;; LYSINE L- HCL 2H2O ;; L-PHENYLALANINE ;; ARGININE HCL L- ;; L-VALINE ;; L-TRYPTOPHAN ;; L-THREONINE ;; L-LEUCINE ;; HISTIDINE L- HCL MONOHYDRATE
A004495263,衛署藥製字第004495號,PHENYLALANINE L- .87 ％(W/V)+METHIONINE L- .71 (W/V)+THREONINE L- .54 (W/V)+TRYPTOPHAN L- .18 (W/V)+VALINE L- .61 (W/V)+GLYCINE (=AMINOACETIC ACID)(=GLYCOCOLL) 1 (W/V),GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL) ;; L-ISOLEUCINE ;; L-METHIONINE ;; SORBITOL ;; LYSINE L- HCL 2H2O ;; L-PHENYLALANINE ;; ARGININE HCL L- ;; L-VALINE ;; L-TRYPTOPHAN ;; L-THREONINE ;; L-LEUCINE ;; HISTIDINE L- HCL MONOHYDRATE,0.4615384615384615384615384615,pending,NHI ingredients: PHENYLALANINE L- .87 ％(W/V)+METHIONINE L- .71 (W/V)+THREONINE L- .54 (W/V)+TRYPTOPHAN L- .18 (W/V)+VALINE L- .61 (W/V)+GLYCINE (=AMINOACETIC ACID)(=GLYCOCOLL) 1 (W/V); TFDA ingredients: GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL) ;; L-ISOLEUCINE ;; L-METHIONINE ;; SORBITOL ;; LYSINE L- HCL 2H2O ;; L-PHENYLALANINE ;; ARGININE HCL L- ;; L-VALINE ;; L-TRYPTOPHAN ;; L-THREONINE ;; L-LEUCINE ;; HISTIDINE L- HCL MONOHYDRATE
A004574100,衛署藥製字第004574號,NALIDIXIC ACID 500 MG,RIBOFLAVIN (VIT B2) ;; NALIDIXIC ACID,0.5,pending,NHI ingredients: NALIDIXIC ACID 500 MG; TFDA ingredients: RIBOFLAVIN (VIT B2) ;; NALIDIXIC ACID
A004587238,衛署藥製字第004587號,TAURINE 1 MG/ML+DEXTROSE 200 MG/ML+NIACINAMIDE (=NICOTINAMIDE) .5 MG/ML+THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) .5 MG/ML+RIBOFLAVIN PHOSPHATE .05 MG/ML+PYRIDOXINE HCL .25 MG/ML,TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID) ;; NIACINAMIDE (NICOTINAMIDE) ;; DEXTROSE ;; THIAMINE HYDROCHLORIDE ;; RIBOFLAVIN PHOSPHATE (AS SODIUM) ;; PYRIDOXINE HCL ;; CYANOCOBALAMIN (VIT B12) ;; SODIUM PANTOTHENATE,0.5,pending,NHI ingredients: TAURINE 1 MG/ML+DEXTROSE 200 MG/ML+NIACINAMIDE (=NICOTINAMIDE) .5 MG/ML+THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) .5 MG/ML+RIBOFLAVIN PHOSPHATE .05 MG/ML+PYRIDOXINE HCL .25 MG/ML; TFDA ingredients: TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID) ;; NIACINAMIDE (NICOTINAMIDE) ;; DEXTROSE ;; THIAMINE HYDROCHLORIDE ;; RIBOFLAVIN PHOSPHATE (AS SODIUM) ;; PYRIDOXINE HCL ;; CYANOCOBALAMIN (VIT B12) ;; SODIUM PANTOTHENATE
A004649321,衛署藥製字第004649號,TRIAMCINOLONE 1 MG/GM+NEOMYCIN (SULFATE) 5 MG/GM,NEOMYCIN (SULFATE) ;; NEOMYCIN SULFATE ;; TRIAMCINOLONE ACETONIDE,0.5,pending,NHI ingredients: TRIAMCINOLONE 1 MG/GM+NEOMYCIN (SULFATE) 5 MG/GM; TFDA ingredients: NEOMYCIN (SULFATE) ;; NEOMYCIN SULFATE ;; TRIAMCINOLONE ACETONIDE
A004649329,衛署藥製字第004649號,TRIAMCINOLONE 1 MG/GM+NEOMYCIN (SULFATE) 5 MG/GM,NEOMYCIN (SULFATE) ;; NEOMYCIN SULFATE ;; TRIAMCINOLONE ACETONIDE,0.5,pending,NHI ingredients: TRIAMCINOLONE 1 MG/GM+NEOMYCIN (SULFATE) 5 MG/GM; TFDA ingredients: NEOMYCIN (SULFATE) ;; NEOMYCIN SULFATE ;; TRIAMCINOLONE ACETONIDE
A004678238,衛署藥製字第004678號,PHENYLALANINE L- .29 ％(W/V)+METHIONINE L- .24 (W/V)+THREONINE L- .18 (W/V)+TRYPTOPHAN L- .06 (W/V)+VALINE L- .2 (W/V)+GLYCINE (=AMINOACETIC ACID)(=GLYCOCOLL) .34 (W/V),L-PHENYLALANINE ;; L-ISOLEUCINE ;; SORBITOL ;; L-TRYPTOPHAN ;; LYSINE L- HCL 2H2O ;; L-VALINE ;; GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL) ;; L-METHIONINE ;; HISTIDINE L- HCL MONOHYDRATE ;; L-THREONINE ;; ARGININE HCL L- ;; L-LEUCINE,0.4615384615384615384615384615,pending,NHI ingredients: PHENYLALANINE L- .29 ％(W/V)+METHIONINE L- .24 (W/V)+THREONINE L- .18 (W/V)+TRYPTOPHAN L- .06 (W/V)+VALINE L- .2 (W/V)+GLYCINE (=AMINOACETIC ACID)(=GLYCOCOLL) .34 (W/V); TFDA ingredients: L-PHENYLALANINE ;; L-ISOLEUCINE ;; SORBITOL ;; L-TRYPTOPHAN ;; LYSINE L- HCL 2H2O ;; L-VALINE ;; GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL) ;; L-METHIONINE ;; HISTIDINE L- HCL MONOHYDRATE ;; L-THREONINE ;; ARGININE HCL L- ;; L-LEUCINE
A004678263,衛署藥製字第004678號,PHENYLALANINE L- .29 ％(W/V)+METHIONINE L- .24 (W/V)+THREONINE L- .18 (W/V)+TRYPTOPHAN L- .06 (W/V)+VALINE L- .2 (W/V)+GLYCINE (=AMINOACETIC ACID)(=GLYCOCOLL) .34 (W/V),L-PHENYLALANINE ;; L-ISOLEUCINE ;; SORBITOL ;; L-TRYPTOPHAN ;; LYSINE L- HCL 2H2O ;; L-VALINE ;; GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL) ;; L-METHIONINE ;; HISTIDINE L- HCL MONOHYDRATE ;; L-THREONINE ;; ARGININE HCL L- ;; L-LEUCINE,0.4615384615384615384615384615,pending,NHI ingredients: PHENYLALANINE L- .29 ％(W/V)+METHIONINE L- .24 (W/V)+THREONINE L- .18 (W/V)+TRYPTOPHAN L- .06 (W/V)+VALINE L- .2 (W/V)+GLYCINE (=AMINOACETIC ACID)(=GLYCOCOLL) .34 (W/V); TFDA ingredients: L-PHENYLALANINE ;; L-ISOLEUCINE ;; SORBITOL ;; L-TRYPTOPHAN ;; LYSINE L- HCL 2H2O ;; L-VALINE ;; GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL) ;; L-METHIONINE ;; HISTIDINE L- HCL MONOHYDRATE ;; L-THREONINE ;; ARGININE HCL L- ;; L-LEUCINE
A004678277,衛署藥製字第004678號,PHENYLALANINE L- .29 ％(W/V)+METHIONINE L- .24 (W/V)+THREONINE L- .18 (W/V)+TRYPTOPHAN L- .06 (W/V)+VALINE L- .2 (W/V)+GLYCINE (=AMINOACETIC ACID)(=GLYCOCOLL) .34 (W/V),L-PHENYLALANINE ;; L-ISOLEUCINE ;; SORBITOL ;; L-TRYPTOPHAN ;; LYSINE L- HCL 2H2O ;; L-VALINE ;; GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL) ;; L-METHIONINE ;; HISTIDINE L- HCL MONOHYDRATE ;; L-THREONINE ;; ARGININE HCL L- ;; L-LEUCINE,0.4615384615384615384615384615,pending,NHI ingredients: PHENYLALANINE L- .29 ％(W/V)+METHIONINE L- .24 (W/V)+THREONINE L- .18 (W/V)+TRYPTOPHAN L- .06 (W/V)+VALINE L- .2 (W/V)+GLYCINE (=AMINOACETIC ACID)(=GLYCOCOLL) .34 (W/V); TFDA ingredients: L-PHENYLALANINE ;; L-ISOLEUCINE ;; SORBITOL ;; L-TRYPTOPHAN ;; LYSINE L- HCL 2H2O ;; L-VALINE ;; GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL) ;; L-METHIONINE ;; HISTIDINE L- HCL MONOHYDRATE ;; L-THREONINE ;; ARGININE HCL L- ;; L-LEUCINE
A004771238,衛署藥製字第004771號,MAGNESIUM SULFATE 100 MG/ML,MAGNESIUM SULFATE 7H2O,0,pending,NHI ingredients: MAGNESIUM SULFATE 100 MG/ML; TFDA ingredients: MAGNESIUM SULFATE 7H2O
A004771263,衛署藥製字第004771號,MAGNESIUM SULFATE 100 MG/ML,MAGNESIUM SULFATE 7H2O,0,pending,NHI ingredients: MAGNESIUM SULFATE 100 MG/ML; TFDA ingredients: MAGNESIUM SULFATE 7H2O
A004891240,衛署藥製字第004891號,STREPTOKINASE 0 U (UNIT)+STREPTOKINASE 0 U (UNIT),STREPTODORNASE ;; STREPTOKINASE,0.5,pending,NHI ingredients: STREPTOKINASE 0 U (UNIT)+STREPTOKINASE 0 U (UNIT); TFDA ingredients: STREPTODORNASE ;; STREPTOKINASE
A004891255,衛署藥製字第004891號,STREPTOKINASE 20000 U (UNIT)+STREPTOKINASE 5000 U (UNIT),STREPTODORNASE ;; STREPTOKINASE,0.5,pending,NHI ingredients: STREPTOKINASE 20000 U (UNIT)+STREPTOKINASE 5000 U (UNIT); TFDA ingredients: STREPTODORNASE ;; STREPTOKINASE
A004892209,衛署藥製字第004892號,STREPTOKINASE 20000 U (UNIT)+STREPTOKINASE 5000 U (UNIT),STREPTODORNASE ;; STREPTOKINASE,0.5,pending,NHI ingredients: STREPTOKINASE 20000 U (UNIT)+STREPTOKINASE 5000 U (UNIT); TFDA ingredients: STREPTODORNASE ;; STREPTOKINASE
A004951209,衛署藥製字第004951號,ATROPINE SULFATE 1 MG/ML,Atropine sulfate monohydrate,0,pending,NHI ingredients: ATROPINE SULFATE 1 MG/ML; TFDA ingredients: Atropine sulfate monohydrate
A004973321,衛署藥製字第004973號,BETAMETHASONE (VALERATE) .5 MG/GM+NEOMYCIN (SULFATE) 3.5 MG/GM,FRADIOMYCIN (AS SULFATE) ;; BETAMETHASONE VALERATE,0,pending,NHI ingredients: BETAMETHASONE (VALERATE) .5 MG/GM+NEOMYCIN (SULFATE) 3.5 MG/GM; TFDA ingredients: FRADIOMYCIN (AS SULFATE) ;; BETAMETHASONE VALERATE
A004975416,衛署藥製字第004975號,BETAMETHASONE DISODIUM PHOSPHATE 1 MG/ML+NEOMYCIN (SULFATE) 3.5 MG/ML,FRADIOMYCIN SULFATE (EQ TO NEOMYCIN SULFATE) ;; BETAMETHASONE DISODIUM PHOSPHATE,0.2,pending,NHI ingredients: BETAMETHASONE DISODIUM PHOSPHATE 1 MG/ML+NEOMYCIN (SULFATE) 3.5 MG/ML; TFDA ingredients: FRADIOMYCIN SULFATE (EQ TO NEOMYCIN SULFATE) ;; BETAMETHASONE DISODIUM PHOSPHATE
A004975421,衛署藥製字第004975號,BETAMETHASONE DISODIUM PHOSPHATE 1 MG/ML+NEOMYCIN (SULFATE) 3.5 MG/ML,FRADIOMYCIN SULFATE (EQ TO NEOMYCIN SULFATE) ;; BETAMETHASONE DISODIUM PHOSPHATE,0.2,pending,NHI ingredients: BETAMETHASONE DISODIUM PHOSPHATE 1 MG/ML+NEOMYCIN (SULFATE) 3.5 MG/ML; TFDA ingredients: FRADIOMYCIN SULFATE (EQ TO NEOMYCIN SULFATE) ;; BETAMETHASONE DISODIUM PHOSPHATE
A004997277,衛署藥製字第004997號,MANNITOL 200 MG/ML,D-MANNITOL,0,pending,NHI ingredients: MANNITOL 200 MG/ML; TFDA ingredients: D-MANNITOL
A005024100,衛署藥製字第005024號,METOCLOPRAMIDE HCL 10 MG,ALUMINUM SILICATE ;; METOCLOPRAMIDE HCL,0.5,pending,NHI ingredients: METOCLOPRAMIDE HCL 10 MG; TFDA ingredients: ALUMINUM SILICATE ;; METOCLOPRAMIDE HCL
A005056100,衛署藥製字第005056號,COPPER (OXIDE) .1 MG+IRON (FERROUS FUMARATE) 2 MG+POTASSIUM (SULFATE) .5 MG+CYANOCOBALAMIN (=VIT B12) 2 MCG+ASCORBIC ACID (=VIT C) 20 MG+ZINC (OXIDE) .05 MG,PYRIDOXINE HCL ;; VITAMIN D ;; VITAMIN A ;; IRON (FERROUS FUMARATE) ;; TOCOPHEROL ALPHA- ;; COPPER (OXIDE) ;; INOSITOL (MESO-INOSITOL) ;; FOLIC ACID ;; NIACINAMIDE (NICOTINAMIDE) ;; THIAMINE MONONITRATE ;; CYANOCOBALAMIN (VIT B12) ;; POTASSIUM (SULFATE) ;; ASCORBIC ACID (VIT C) ;; ZINC (OXIDE) ;; RIBOFLAVIN (VIT B2),0.4117647058823529411764705882,pending,NHI ingredients: COPPER (OXIDE) .1 MG+IRON (FERROUS FUMARATE) 2 MG+POTASSIUM (SULFATE) .5 MG+CYANOCOBALAMIN (=VIT B12) 2 MCG+ASCORBIC ACID (=VIT C) 20 MG+ZINC (OXIDE) .05 MG; TFDA ingredients: PYRIDOXINE HCL ;; VITAMIN D ;; VITAMIN A ;; IRON (FERROUS FUMARATE) ;; TOCOPHEROL ALPHA- ;; COPPER (OXIDE) ;; INOSITOL (MESO-INOSITOL) ;; FOLIC ACID ;; NIACINAMIDE (NICOTINAMIDE) ;; THIAMINE MONONITRATE ;; CYANOCOBALAMIN (VIT B12) ;; POTASSIUM (SULFATE) ;; ASCORBIC ACID (VIT C) ;; ZINC (OXIDE) ;; RIBOFLAVIN (VIT B2)
A005191100,衛署藥製字第005191號,GLYCYRRHIZIC ACID (=GLYCYRRHETINIC ACID GLYCOSIDE) 50 MG+CHLORPHENIRAMINE MALEATE 5 MG+OROTIC ACID (=VIT B13) 30 MG,OROTIC ACID (VIT B13) ;; GLYCYRRHIZINIC ACID (EQ TO GLYCYRRHETINIC ACID GLYCOSIDE)(EQ TO GLYCYRRHIZIC ACID ) ;; CHLORPHENIRAMINE MALEATE,0.5,pending,NHI ingredients: GLYCYRRHIZIC ACID (=GLYCYRRHETINIC ACID GLYCOSIDE) 50 MG+CHLORPHENIRAMINE MALEATE 5 MG+OROTIC ACID (=VIT B13) 30 MG; TFDA ingredients: OROTIC ACID (VIT B13) ;; GLYCYRRHIZINIC ACID (EQ TO GLYCYRRHETINIC ACID GLYCOSIDE)(EQ TO GLYCYRRHIZIC ACID ) ;; CHLORPHENIRAMINE MALEATE
A005305100,衛署藥製字第005305號,SALBUTAMOL (SULFATE) 4 MG,SALBUTAMOL SULFATE(ALBUTEROL SULFATE),0.3333333333333333333333333333,pending,NHI ingredients: SALBUTAMOL (SULFATE) 4 MG; TFDA ingredients: SALBUTAMOL SULFATE(ALBUTEROL SULFATE)
A005353100,衛署藥製字第005353號,AMOXYCILLIN (TRIHYDRATE) 500 MG,AMOXICILLIN (TRIHYDRATE),0,pending,NHI ingredients: AMOXYCILLIN (TRIHYDRATE) 500 MG; TFDA ingredients: AMOXICILLIN (TRIHYDRATE)
A005354100,衛署藥製字第005354號,AMOXYCILLIN (TRIHYDRATE) 250 MG,AMOXICILLIN (TRIHYDRATE),0,pending,NHI ingredients: AMOXYCILLIN (TRIHYDRATE) 250 MG; TFDA ingredients: AMOXICILLIN (TRIHYDRATE)
A005495100,衛署藥製字第005495號,DOXYCYCLINE (HCL) 100 MG,DOXYCYCLINE HYCLATE,0,pending,NHI ingredients: DOXYCYCLINE (HCL) 100 MG; TFDA ingredients: DOXYCYCLINE HYCLATE
A005612100,衛署藥製字第005612號,SCOPOLAMINE BUTYLBROMIDE 10 MG,SCOPOLAMINE HBR,0,pending,NHI ingredients: SCOPOLAMINE BUTYLBROMIDE 10 MG; TFDA ingredients: SCOPOLAMINE HBR
A005646100,衛署藥製字第005646號,METOCLOPRAMIDE (2HCL MONOHYDRATE) 7.67 MG,METOCLOPRAMIDE HCL,0,pending,NHI ingredients: METOCLOPRAMIDE (2HCL MONOHYDRATE) 7.67 MG; TFDA ingredients: METOCLOPRAMIDE HCL
A005662135,衛署藥製字第005662號,DIMETHICONE (=DIMETHYLPOLYSILOXANE=POLYMETHYL SILOXANE) 250 MG/ML+MAGALDRATE 375 MG/ML,POLYDIMETHYL SILOXANE (SIMETHICONE) ;; MAGALDRATE,0.3333333333333333333333333333,pending,NHI ingredients: DIMETHICONE (=DIMETHYLPOLYSILOXANE=POLYMETHYL SILOXANE) 250 MG/ML+MAGALDRATE 375 MG/ML; TFDA ingredients: POLYDIMETHYL SILOXANE (SIMETHICONE) ;; MAGALDRATE
A005673100,衛署藥製字第005673號,CYANOCOBALAMIN (=VIT B12) 1 MCG+METHIONINE DL- 15 MG+CHOLINE BITARTRATE 5 MG+PANTOTHENATE CALCIUM 10 MG+INOSITOL (=MESO-INOSITOL) 5 MG+ASCORBIC ACID (=VIT C) 10 MG,THIAMINE MONONITRATE ;; PANTOTHENATE CALCIUM ;; CYANOCOBALAMIN (VIT B12) ;; CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ) ;; PYRIDOXINE HCL ;; OROTIC ACID (VIT B13) ;; RIBOFLAVIN (VIT B2) ;; THIOCTIC ACID (VIT B14ALPHA-LIPOIC ACID) ;; METHIONINE DL- ;; NIACINAMIDE (NICOTINAMIDE) ;; INOSITOL (MESO-INOSITOL) ;; ASCORBIC ACID (VIT C) ;; CHOLINE BITARTRATE ;; DEHYDROCHOLIC ACID,0.4,pending,NHI ingredients: CYANOCOBALAMIN (=VIT B12) 1 MCG+METHIONINE DL- 15 MG+CHOLINE BITARTRATE 5 MG+PANTOTHENATE CALCIUM 10 MG+INOSITOL (=MESO-INOSITOL) 5 MG+ASCORBIC ACID (=VIT C) 10 MG; TFDA ingredients: THIAMINE MONONITRATE ;; PANTOTHENATE CALCIUM ;; CYANOCOBALAMIN (VIT B12) ;; CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ) ;; PYRIDOXINE HCL ;; OROTIC ACID (VIT B13) ;; RIBOFLAVIN (VIT B2) ;; THIOCTIC ACID (VIT B14ALPHA-LIPOIC ACID) ;; METHIONINE DL- ;; NIACINAMIDE (NICOTINAMIDE) ;; INOSITOL (MESO-INOSITOL) ;; ASCORBIC ACID (VIT C) ;; CHOLINE BITARTRATE ;; DEHYDROCHOLIC ACID
A005708100,衛署藥製字第005708號,OPIUM POWDER 2.5 MG+CAMPHOR 1.5 MG+BENZOIC ACID 2.5 MG+ANISE OIL 0 ML+GLYCYRRHIZA EXTRACT .48 ML,ANISE OIL ;; BENZOIC ACID ;; ANTIMONY POTASSIUM TARTRATE ;; GLYCYRRHIZA FLUIDEXTRACT ;; CAMPHOR ;; OPIUM POWDER,0.5714285714285714285714285714,pending,NHI ingredients: OPIUM POWDER 2.5 MG+CAMPHOR 1.5 MG+BENZOIC ACID 2.5 MG+ANISE OIL 0 ML+GLYCYRRHIZA EXTRACT .48 ML; TFDA ingredients: ANISE OIL ;; BENZOIC ACID ;; ANTIMONY POTASSIUM TARTRATE ;; GLYCYRRHIZA FLUIDEXTRACT ;; CAMPHOR ;; OPIUM POWDER
A005753212,衛署藥製字第005753號,THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 50 MG/ML,THIAMINE HYDROCHLORIDE,0,pending,NHI ingredients: THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 50 MG/ML; TFDA ingredients: THIAMINE HYDROCHLORIDE
A005869155,衛署藥製字第005869號,MORPHINE 10 MG/ML,OPIUM,0,pending,NHI ingredients: MORPHINE 10 MG/ML; TFDA ingredients: OPIUM
A005869199,衛署藥製字第005869號,MORPHINE 10 MG/ML,OPIUM,0,pending,NHI ingredients: MORPHINE 10 MG/ML; TFDA ingredients: OPIUM
A006236100,衛署藥製字第006236號,SCOPOLAMINE N-BUTYL BROMIDE 10 MG,SCOPOLAMINE BROMOBUTYLATE ;; SCOPOLAMINE BROMOBUTYLATE,0,pending,NHI ingredients: SCOPOLAMINE N-BUTYL BROMIDE 10 MG; TFDA ingredients: SCOPOLAMINE BROMOBUTYLATE ;; SCOPOLAMINE BROMOBUTYLATE
A006318100,衛署藥製字第006318號,CARBETAPENTANE CITRATE 15 MG,CARBETAPENTANE CITRATE (eq to Pentoxyverine Citrate),0.5,pending,NHI ingredients: CARBETAPENTANE CITRATE 15 MG; TFDA ingredients: CARBETAPENTANE CITRATE (eq to Pentoxyverine Citrate)
A006354100,內衛藥輸字第006354號,TOCOPHEROL ACETATE ALPHA DL- 100 MG,NIACIN (NICOTINIC ACID),0,pending,NHI ingredients: TOCOPHEROL ACETATE ALPHA DL- 100 MG; TFDA ingredients: NIACIN (NICOTINIC ACID)
A006512277,衛署藥製字第006512號,MANNITOL 100 MG/ML,D-MANNITOL,0,pending,NHI ingredients: MANNITOL 100 MG/ML; TFDA ingredients: D-MANNITOL
A006514277,內衛藥製字第006514號,GLUCOSE 25 MG/ML+SODIUM CHLORIDE 4.5 MG/ML,WATER FOR INJECTION ;; SODIUM CHLORIDE ;; GLUCOSE MONOHYDRATE,0.25,pending,NHI ingredients: GLUCOSE 25 MG/ML+SODIUM CHLORIDE 4.5 MG/ML; TFDA ingredients: WATER FOR INJECTION ;; SODIUM CHLORIDE ;; GLUCOSE MONOHYDRATE
A006572277,衛署藥製字第006572號,SODIUM HYDROSULFITE (=SODIUM DITHIONITE) 40 MG+XYLITOL 25000 MG+CYSTEINE L- 150 MG+PROLINE L- 712 MG+SERINE L- 750 MG+TYROSINE L- 23 MG,L-PROLINE ;; L-PHENYLALANINE ;; L-METHIONINE ;; L-CYSTEINE ;; MONOSODIUM GLUTAMATE (SODIUM GLUTAMATE) ;; HISTIDINE L- HCL (EQ TO L-HISTIDINE HYDROCHLORIDE) ;; GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL) ;; L-ISOLEUCINE ;; L-SERINE ;; ASPARTATE SODIUM L- ;; L-VALINE ;; ARGININE HCL L- ;; L-THREONINE ;; LYSINE L- HCL ( EQ TO L-LYSINE HCL) ;; L-TRYPTOPHAN ;; L-TYROSINE ;; SODIUM HYDROSULFITE (SODIUM DITHIONITE) ;; XYLITOL ;; L-ALANINE ;; L-LEUCINE,0.3043478260869565217391304348,pending,NHI ingredients: SODIUM HYDROSULFITE (=SODIUM DITHIONITE) 40 MG+XYLITOL 25000 MG+CYSTEINE L- 150 MG+PROLINE L- 712 MG+SERINE L- 750 MG+TYROSINE L- 23 MG; TFDA ingredients: L-PROLINE ;; L-PHENYLALANINE ;; L-METHIONINE ;; L-CYSTEINE ;; MONOSODIUM GLUTAMATE (SODIUM GLUTAMATE) ;; HISTIDINE L- HCL (EQ TO L-HISTIDINE HYDROCHLORIDE) ;; GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL) ;; L-ISOLEUCINE ;; L-SERINE ;; ASPARTATE SODIUM L- ;; L-VALINE ;; ARGININE HCL L- ;; L-THREONINE ;; LYSINE L- HCL ( EQ TO L-LYSINE HCL) ;; L-TRYPTOPHAN ;; L-TYROSINE ;; SODIUM HYDROSULFITE (SODIUM DITHIONITE) ;; XYLITOL ;; L-ALANINE ;; L-LEUCINE
A006598100,衛署藥製字第006598號,METHYLTESTOSTERONE 10 MG+NIACINAMIDE (=NICOTINAMIDE) 15 MG+THIAMINE HCL (BIOTAMINE) 10 MG+RIBOFLAVIN (=VIT B2) 3 MG+PYRIDOXINE HCL 2 MG+CYANOCOBALAMIN (=VIT B12) 10 MCG,METHYLTESTOSTERONE ;; RIBOFLAVIN (VIT B2) ;; TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID) ;; NIACINAMIDE (NICOTINAMIDE) ;; METHIONINE DL- ;; PYRIDOXINE HCL ;; CYANOCOBALAMIN (VIT B12) ;; THIAMINE HYDROCHLORIDE ;; CALCIUM GLYCEROPHOSPHATE,0.5,pending,NHI ingredients: METHYLTESTOSTERONE 10 MG+NIACINAMIDE (=NICOTINAMIDE) 15 MG+THIAMINE HCL (BIOTAMINE) 10 MG+RIBOFLAVIN (=VIT B2) 3 MG+PYRIDOXINE HCL 2 MG+CYANOCOBALAMIN (=VIT B12) 10 MCG; TFDA ingredients: METHYLTESTOSTERONE ;; RIBOFLAVIN (VIT B2) ;; TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID) ;; NIACINAMIDE (NICOTINAMIDE) ;; METHIONINE DL- ;; PYRIDOXINE HCL ;; CYANOCOBALAMIN (VIT B12) ;; THIAMINE HYDROCHLORIDE ;; CALCIUM GLYCEROPHOSPHATE
A006602100,衛署藥製字第006602號,METHIONINE DL- 25 MG+NIACINAMIDE (=NICOTINAMIDE) 10 MG+FOLIC ACID .25 MG+PANTOTHENATE CALCIUM 5 MG+TOCOPHEROL ALPHA- 1 MG+MENADIONE (=VIT K3) .2 MG,THIAMINE (VITAMIN B1) ;; VITAMIN D ;; VITAMIN A ;; ASCORBIC ACID (VIT C) ;; RIBOFLAVIN (VIT B2) ;; METHIONINE DL- ;; PYRIDOXINE HCL ;; NIACINAMIDE (NICOTINAMIDE) ;; MENADIONE (VIT K3) ;; TOCOPHEROL ALPHA- ;; FOLIC ACID ;; PANTOTHENATE CALCIUM ;; CYANOCOBALAMIN (VIT B12),0.4615384615384615384615384615,pending,NHI ingredients: METHIONINE DL- 25 MG+NIACINAMIDE (=NICOTINAMIDE) 10 MG+FOLIC ACID .25 MG+PANTOTHENATE CALCIUM 5 MG+TOCOPHEROL ALPHA- 1 MG+MENADIONE (=VIT K3) .2 MG; TFDA ingredients: THIAMINE (VITAMIN B1) ;; VITAMIN D ;; VITAMIN A ;; ASCORBIC ACID (VIT C) ;; RIBOFLAVIN (VIT B2) ;; METHIONINE DL- ;; PYRIDOXINE HCL ;; NIACINAMIDE (NICOTINAMIDE) ;; MENADIONE (VIT K3) ;; TOCOPHEROL ALPHA- ;; FOLIC ACID ;; PANTOTHENATE CALCIUM ;; CYANOCOBALAMIN (VIT B12)
A006697100,衛署藥製字第006697號,GLYBURIDE (=GLIBENCLAMIDE) 5 MG,GLIBORNURIDE,0,pending,NHI ingredients: GLYBURIDE (=GLIBENCLAMIDE) 5 MG; TFDA ingredients: GLIBORNURIDE
A006774212,衛署藥製字第006774號,SCOPOLAMINE BUTYLBROMIDE 20 MG/ML,SCOPOLAMINE BROMOBUTYLATE,0,pending,NHI ingredients: SCOPOLAMINE BUTYLBROMIDE 20 MG/ML; TFDA ingredients: SCOPOLAMINE BROMOBUTYLATE
